"ALIGN_SPLIT","OPTIMIZE_SPLIT","OPTIMIZE_REPS","CUDA_THREADS","N_RESTART","CLIPPING","SIM_THRESH","BUFFER_SIZE","TIME","AVG_RMSD","AVG_RMSD^3_TIME"
32,48,4,160,256,30,2,2097152,295.559,2.29,3549.364779851
32,48,4,224,256,30,3,10485760,341.463,2.38,4603.355580936
32,48,5,160,256,50,1,1048576,358.587,2.25,4084.530046875
32,48,5,192,256,256,4,10485760,391.299,2.05,3371.089797375
32,72,1,160,1024,50,1,5242880,569.909,2.29,6844.030912001
32,72,1,256,1024,50,3,5242880,616.184,2.36,8099.280239104
32,72,2,64,1024,50,4,2097152,1195.541,2.42,16943.790476008
32,72,2,192,256,10,3,2097152,248.062,2.65,4616.34079675
32,72,4,32,256,10,4,20971520,390.498,2.69,7601.086134282
32,72,4,32,1024,10,4,10485760,1538.532,2.77,32699.856046356
32,72,4,64,256,30,4,20971520,513.561,2.37,6836.551250733
32,72,4,64,1024,30,3,1048576,2033.837,2.38,27418.709800664
32,72,4,64,1024,30,4,20971520,2056.886,2.47,30995.673819578
32,72,4,192,256,30,2,20971520,421.728,2.32,5266.188386304
32,72,5,128,1024,10,2,52428800,1873.085,2.69,36459.803691265
32,72,5,224,256,10,3,10485760,551.788,2.68,10621.274511616
32,72,5,256,1024,50,1,20971520,2003.937,2.25,22826.094890625
48,8,1,32,256,50,4,20971520,120.052,2.43,1722.614983164
48,8,2,64,1024,50,1,2097152,651.768,2.35,8458.563633
48,8,3,128,256,30,2,20971520,155.486,2.4,2149.438464
48,8,3,160,256,50,2,52428800,153.893,2.34,1971.816235272
48,8,3,224,1024,30,1,10485760,666.97,2.44,9688.92912448
48,8,4,256,256,50,4,20971520,182.099,2.4,2517.336576
48,8,4,256,1024,10,4,52428800,689.661,2.8,15139.438272
48,8,5,96,256,10,2,5242880,195.745,2.76,4115.45562912
48,8,5,160,256,256,2,10485760,200.075,2.11,1879.490744825
48,12,1,224,256,10,1,52428800,133.833,2.89,3230.403271977
48,12,3,224,1024,30,4,10485760,731.275,2.6,12852.8894
48,12,5,128,1024,30,1,20971520,800.416,2.5,12506.5
48,12,5,128,1024,256,1,20971520,821.652,2.16,8280.359073792
48,12,5,160,256,256,1,20971520,220.387,2.13,2129.731152039
48,12,5,224,256,30,2,10485760,242.928,2.37,3233.870411184
48,12,5,224,1024,10,3,52428800,948.036,2.73,19289.135787012
48,12,5,224,1024,30,1,2097152,946.113,2.5,14783.015625
48,12,5,256,1024,30,3,10485760,857.56,2.49,13239.22481244
48,16,1,224,256,256,2,52428800,150.873,2.15,1499.432451375
48,16,1,224,1024,256,1,10485760,544.831,2.14,5339.531221864
48,16,3,160,256,50,4,52428800,176.423,2.34,2260.490962392
48,16,4,160,1024,50,2,20971520,792.643,2.3,9644.087381
48,16,4,192,256,256,2,20971520,226.726,2.12,2160.274348928
48,16,5,224,256,30,2,52428800,265.222,2.34,3398.264024688
48,20,1,64,1024,256,4,5242880,650.781,2.28,7713.285486912
48,20,1,128,256,10,4,52428800,130.781,2.81,2901.774190021
48,20,1,128,256,256,2,2097152,140.203,2.14,1374.037629832
48,20,1,256,1024,10,1,2097152,506.045,2.85,11714.498960625
48,20,2,64,1024,30,1,10485760,805.027,2.42,11409.235497176
48,20,3,128,256,30,2,1048576,187.698,2.4,2594.737152
48,20,3,160,256,30,3,10485760,187.939,2.42,2663.563222232
48,20,3,224,256,50,4,1048576,220.612,2.4,3049.740288
48,20,3,224,1024,50,3,20971520,862.352,2.34,11049.233390208
48,20,4,32,1024,10,1,10485760,845.101,2.81,18751.135637141
48,20,4,192,1024,256,4,52428800,918.116,2.21,9910.016485876
48,24,1,256,1024,50,4,10485760,534.42,2.5,8350.3125
48,24,2,128,1024,50,2,5242880,639.165,2.29,7675.725454185
48,24,2,224,256,10,3,20971520,191.696,2.66,3607.928818816
48,24,3,64,1024,10,2,52428800,1023.451,2.76,21517.623331776
48,24,3,128,1024,50,1,1048576,783.849,2.25,8928.530015625
48,24,3,224,1024,10,2,5242880,904.651,2.76,19019.903702976
48,24,4,64,256,10,4,52428800,303.276,2.73,6170.579962092
48,24,5,32,1024,10,1,5242880,1048.506,2.94,26644.827397104
48,24,5,160,256,256,4,5242880,282.55,2.12,2692.1725664
48,32,1,32,1024,30,3,2097152,522.498,2.43,7497.275209686
48,32,1,64,1024,256,4,1048576,723.753,2.18,7498.248990696
48,32,2,64,1024,256,4,10485760,959.868,2.16,9673.257904128
48,32,2,256,256,256,3,10485760,209.391,2.06,1830.457594056
48,32,3,32,1024,50,4,10485760,882.475,2.41,12352.462344475
48,32,3,128,1024,30,3,5242880,881.562,2.37,11735.400066786
48,32,3,160,1024,10,4,10485760,883.275,2.72,17774.7151872
8,8,1,32,256,10,1,1048576,81.512,2.86,1906.863687872
8,8,1,32,256,10,1,5242880,79.386,2.86,1857.128775216
8,8,1,32,256,10,2,1048576,66.04,2.79,1434.23287956
8,8,1,32,256,10,2,5242880,64.12,2.79,1392.53501268
8,8,1,32,256,10,3,1048576,67.249,2.84,1540.426037696
8,8,1,32,256,10,3,5242880,67.849,2.84,1554.169820096
8,8,1,32,256,10,4,1048576,61.781,2.93,1554.024261217
8,8,1,32,256,10,4,5242880,65.892,2.93,1657.431356244
8,8,1,32,256,50,1,1048576,63.067,2.42,893.816300696
8,8,1,32,256,50,1,5242880,88.52,2.42,1254.54863776
8,8,1,32,256,50,2,1048576,64.236,2.44,933.142497024
8,8,1,32,256,50,2,5242880,81.574,2.44,1185.007878016
8,8,1,32,256,50,3,1048576,61.012,2.46,908.281739232
8,8,1,32,256,50,3,5242880,64.831,2.46,965.134947816
8,8,1,32,256,50,4,1048576,62.466,2.5,976.03125
8,8,1,32,256,50,4,5242880,62.276,2.5,973.0625
8,8,1,32,256,256,1,1048576,87.615,2.2,932.92452
8,8,1,32,256,256,1,5242880,63.898,2.2,680.385904
8,8,1,32,256,256,2,1048576,78.303,2.2,833.770344
8,8,1,32,256,256,2,5242880,72.002,2.2,766.677296
8,8,1,32,256,256,3,1048576,67.019,2.2,713.618312
8,8,1,32,256,256,3,5242880,65.514,2.2,697.593072
8,8,1,32,256,256,4,1048576,69.642,2.2,741.548016
8,8,1,32,256,256,4,5242880,64.535,2.2,687.16868
8,8,1,32,1024,10,1,1048576,164.511,2.99,4397.526925389
8,8,1,32,1024,10,1,5242880,166.618,2.99,4453.848929582
8,8,1,32,1024,10,2,1048576,164.014,2.91,4041.661034394
8,8,1,32,1024,10,2,5242880,164.087,2.91,4043.459912877
8,8,1,32,1024,10,3,1048576,164.125,2.93,4128.360367625
8,8,1,32,1024,10,3,5242880,158.414,2.93,3984.707261398
8,8,1,32,1024,10,4,1048576,160.195,3.08,4680.59545184
8,8,1,32,1024,10,4,5242880,156.971,3.08,4586.396258752
8,8,1,32,1024,50,1,1048576,163.031,2.43,2339.316657117
8,8,1,32,1024,50,1,5242880,164.995,2.43,2367.497910465
8,8,1,32,1024,50,2,1048576,159.752,2.49,2466.291154248
8,8,1,32,1024,50,2,5242880,159.191,2.49,2457.630296559
8,8,1,32,1024,50,3,1048576,162.024,2.54,2655.097657536
8,8,1,32,1024,50,3,5242880,165.721,2.54,2715.680633144
8,8,1,32,1024,50,4,1048576,166.412,2.59,2891.238593348
8,8,1,32,1024,50,4,5242880,161.426,2.59,2804.611934054
8,8,1,32,1024,256,1,1048576,172.193,2.27,2014.155813019
8,8,1,32,1024,256,1,5242880,169.521,2.27,1982.901207243
8,8,1,32,1024,256,2,1048576,170.91,2.29,2052.45630999
8,8,1,32,1024,256,2,5242880,169.282,2.29,2032.905675898
8,8,1,32,1024,256,3,1048576,168.7,2.3,2052.5729
8,8,1,32,1024,256,3,5242880,169.289,2.3,2059.739263
8,8,1,32,1024,256,4,1048576,168.941,2.33,2136.991642117
8,8,1,32,1024,256,4,5242880,168.533,2.33,2131.830712621
8,8,1,96,256,10,1,1048576,80.138,2.86,1874.720804528
8,8,1,96,256,10,1,5242880,61.178,2.86,1431.177086768
8,8,1,96,256,10,2,1048576,78.44,2.79,1703.53160316
8,8,1,96,256,10,2,5242880,62.549,2.79,1358.416601811
8,8,1,96,256,10,3,1048576,60.202,2.84,1379.005313408
8,8,1,96,256,10,3,5242880,77.274,2.84,1770.061735296
8,8,1,96,256,10,4,1048576,77.773,2.93,1956.283143161
8,8,1,96,256,10,4,5242880,80.97,2.93,2036.69970429
8,8,1,96,256,50,1,1048576,64.282,2.42,911.035873616
8,8,1,96,256,50,1,5242880,63.04,2.42,893.43364352
8,8,1,96,256,50,2,1048576,77.341,2.44,1123.516001344
8,8,1,96,256,50,2,5242880,83.189,2.44,1208.468634176
8,8,1,96,256,50,3,1048576,84.919,2.46,1264.183718184
8,8,1,96,256,50,3,5242880,75.793,2.46,1128.325540248
8,8,1,96,256,50,4,1048576,58.987,2.5,921.671875
8,8,1,96,256,50,4,5242880,78.258,2.5,1222.78125
8,8,1,96,256,256,1,1048576,87.36,2.2,930.20928
8,8,1,96,256,256,1,5242880,83.924,2.2,893.622752
8,8,1,96,256,256,2,1048576,83.477,2.2,888.863096
8,8,1,96,256,256,2,5242880,62.692,2.2,667.544416
8,8,1,96,256,256,3,1048576,79.901,2.2,850.785848
8,8,1,96,256,256,3,5242880,82.204,2.2,875.308192
8,8,1,96,256,256,4,1048576,84.558,2.2,900.373584
8,8,1,96,256,256,4,5242880,64.574,2.2,687.583952
8,8,1,96,1024,10,1,1048576,174.653,2.99,4668.631703047
8,8,1,96,1024,10,1,5242880,174.443,2.99,4663.018214257
8,8,1,96,1024,10,2,1048576,173.549,2.91,4276.624134879
8,8,1,96,1024,10,2,5242880,173.008,2.91,4263.292720368
8,8,1,96,1024,10,3,1048576,172.353,2.93,4335.325480221
8,8,1,96,1024,10,3,5242880,166.016,2.93,4175.926122112
8,8,1,96,1024,10,4,1048576,174.222,3.08,5090.437908864
8,8,1,96,1024,10,4,5242880,169.269,3.08,4945.720600128
8,8,1,96,1024,50,1,1048576,174.589,2.43,2505.161324223
8,8,1,96,1024,50,1,5242880,175.906,2.43,2524.058834742
8,8,1,96,1024,50,2,1048576,171.96,2.49,2654.76129804
8,8,1,96,1024,50,2,5242880,176.357,2.49,2722.643278893
8,8,1,96,1024,50,3,1048576,175.642,2.54,2878.256695088
8,8,1,96,1024,50,3,5242880,174.618,2.54,2861.476341552
8,8,1,96,1024,50,4,1048576,174.067,2.59,3024.236402593
8,8,1,96,1024,50,4,5242880,176.229,2.59,3061.798945191
8,8,1,96,1024,256,1,1048576,180.41,2.27,2110.27074403
8,8,1,96,1024,256,1,5242880,179.975,2.27,2105.182512925
8,8,1,96,1024,256,2,1048576,183.764,2.29,2206.819854596
8,8,1,96,1024,256,2,5242880,180.666,2.29,2169.616006674
8,8,1,96,1024,256,3,1048576,178.415,2.3,2170.775305
8,8,1,96,1024,256,3,5242880,181.062,2.3,2202.981354
8,8,1,96,1024,256,4,1048576,179.594,2.33,2271.745029178
8,8,1,96,1024,256,4,5242880,178.703,2.33,2260.474469911
8,8,3,32,256,10,1,1048576,102.98,2.9,2511.57922
8,8,3,32,256,10,1,5242880,87.834,2.9,2142.183426
8,8,3,32,256,10,2,1048576,91.11,2.77,1936.44583563
8,8,3,32,256,10,2,5242880,101.246,2.77,2151.875700518
8,8,3,32,256,10,3,1048576,104.057,2.81,2308.820982337
8,8,3,32,256,10,3,5242880,99.024,2.81,2197.148571984
8,8,3,32,256,10,4,1048576,93.247,2.86,2181.388241032
8,8,3,32,256,10,4,5242880,101.635,2.86,2377.61422756
8,8,3,32,256,50,1,1048576,106.04,2.37,1411.61010012
8,8,3,32,256,50,1,5242880,90.084,2.37,1199.202982452
8,8,3,32,256,50,2,1048576,97.956,2.38,1320.571480032
8,8,3,32,256,50,2,5242880,90.021,2.38,1213.597586712
8,8,3,32,256,50,3,1048576,90.165,2.41,1262.086480965
8,8,3,32,256,50,3,5242880,101.174,2.41,1416.185189654
8,8,3,32,256,50,4,1048576,90.069,2.43,1292.391704583
8,8,3,32,256,50,4,5242880,93.648,2.43,1343.746442736
8,8,3,32,256,256,1,1048576,103.055,2.15,1024.199235625
8,8,3,32,256,256,1,5242880,108.549,2.15,1078.800667875
8,8,3,32,256,256,2,1048576,97.001,2.15,964.032313375
8,8,3,32,256,256,2,5242880,99.094,2.15,984.83333225
8,8,3,32,256,256,3,1048576,109.048,2.15,1083.759917
8,8,3,32,256,256,3,5242880,99.912,2.15,992.962923
8,8,3,32,256,256,4,1048576,103.931,2.15,1032.905252125
8,8,3,32,256,256,4,5242880,110.631,2.15,1099.492364625
8,8,3,32,1024,10,1,1048576,315.012,3.04,8850.093293568
8,8,3,32,1024,10,1,5242880,315.969,3.04,8876.979695616
8,8,3,32,1024,10,2,1048576,314.484,2.88,7512.353538048
8,8,3,32,1024,10,2,5242880,310.454,2.88,7416.085413888
8,8,3,32,1024,10,3,1048576,309.18,2.89,7462.85358342
8,8,3,32,1024,10,3,5242880,314.829,2.89,7599.206710701
8,8,3,32,1024,10,4,1048576,309.868,3,8366.436
8,8,3,32,1024,10,4,5242880,307.536,3,8303.472
8,8,3,32,1024,50,1,1048576,317.263,2.4,4385.843712
8,8,3,32,1024,50,1,5242880,313.131,2.4,4328.722944
8,8,3,32,1024,50,2,1048576,314.231,2.44,4564.765863104
8,8,3,32,1024,50,2,5242880,313.228,2.44,4550.195498752
8,8,3,32,1024,50,3,1048576,311.024,2.51,4918.300579024
8,8,3,32,1024,50,3,5242880,315.699,2.51,4992.227527449
8,8,3,32,1024,50,4,1048576,317.824,2.57,5394.933045632
8,8,3,32,1024,50,4,5242880,313.002,2.57,5313.081558186
8,8,3,32,1024,256,1,1048576,327.873,2.15,3258.524826375
8,8,3,32,1024,256,1,5242880,327.524,2.15,3255.0563335
8,8,3,32,1024,256,2,1048576,325.653,2.2,3467.553144
8,8,3,32,1024,256,2,5242880,323.934,2.2,3449.249232
8,8,3,32,1024,256,3,1048576,324.716,2.22,3552.733342368
8,8,3,32,1024,256,3,5242880,328.133,2.22,3590.118903384
8,8,3,32,1024,256,4,1048576,329.059,2.25,3748.187671875
8,8,3,32,1024,256,4,5242880,325.951,2.25,3712.785609375
8,8,3,96,256,10,1,1048576,92.96,2.9,2267.20144
8,8,3,96,256,10,1,5242880,93.487,2.9,2280.054443
8,8,3,96,256,10,2,1048576,94.023,2.77,1998.358542459
8,8,3,96,256,10,2,5242880,102.318,2.77,2174.659916694
8,8,3,96,256,10,3,1048576,93.218,2.81,2068.324805938
8,8,3,96,256,10,3,5242880,97.054,2.81,2153.438131214
8,8,3,96,256,10,4,1048576,95.748,2.86,2239.895774688
8,8,3,96,256,10,4,5242880,95.247,2.86,2228.175553032
8,8,3,96,256,50,1,1048576,102.698,2.37,1367.121218994
8,8,3,96,256,50,1,5242880,96.222,2.37,1280.912363766
8,8,3,96,256,50,2,1048576,98.046,2.38,1321.784794512
8,8,3,96,256,50,2,5242880,95.75,2.38,1290.831794
8,8,3,96,256,50,3,1048576,104.277,2.41,1459.619497317
8,8,3,96,256,50,3,5242880,98.053,2.41,1372.498926613
8,8,3,96,256,50,4,1048576,104.832,2.43,1504.224618624
8,8,3,96,256,50,4,5242880,105.502,2.43,1513.838386314
8,8,3,96,256,256,1,1048576,111.11,2.15,1104.25284625
8,8,3,96,256,256,1,5242880,106.363,2.15,1057.075380125
8,8,3,96,256,256,2,1048576,105.839,2.15,1051.867671625
8,8,3,96,256,256,2,5242880,112.857,2.15,1121.615187375
8,8,3,96,256,256,3,1048576,112.995,2.15,1122.986683125
8,8,3,96,256,256,3,5242880,108.531,2.15,1078.621777125
8,8,3,96,256,256,4,1048576,110.374,2.15,1096.93820225
8,8,3,96,256,256,4,5242880,111.115,2.15,1104.302538125
8,8,3,96,1024,10,1,1048576,333.299,3.04,9363.856756736
8,8,3,96,1024,10,1,5242880,331.902,3.04,9324.608790528
8,8,3,96,1024,10,2,1048576,331.363,2.88,7915.556929536
8,8,3,96,1024,10,2,5242880,332.753,2.88,7948.761071616
8,8,3,96,1024,10,3,1048576,333.061,2.89,8039.282868709
8,8,3,96,1024,10,3,5242880,330.304,2.89,7972.735590976
8,8,3,96,1024,10,4,1048576,333.176,3,8995.752
8,8,3,96,1024,10,4,5242880,332.814,3,8985.978
8,8,3,96,1024,50,1,1048576,337.015,2.4,4658.89536
8,8,3,96,1024,50,1,5242880,336.549,2.4,4652.453376
8,8,3,96,1024,50,2,1048576,335.603,2.44,4875.232290752
8,8,3,96,1024,50,2,5242880,334.31,2.44,4856.44915904
8,8,3,96,1024,50,3,1048576,338.057,2.51,5345.780193307
8,8,3,96,1024,50,3,5242880,330.162,2.51,5220.934576662
8,8,3,96,1024,50,4,1048576,335.338,2.57,5692.226067434
8,8,3,96,1024,50,4,5242880,338.741,2.57,5749.990607413
8,8,3,96,1024,256,1,1048576,349.502,2.15,3473.48193925
8,8,3,96,1024,256,1,5242880,348.828,2.15,3466.7834745
8,8,3,96,1024,256,2,1048576,348.415,2.2,3709.92292
8,8,3,96,1024,256,2,5242880,345.123,2.2,3674.869704
8,8,3,96,1024,256,3,1048576,346.59,2.22,3792.05782632
8,8,3,96,1024,256,3,5242880,348.259,2.22,3810.318435432
8,8,3,96,1024,256,4,1048576,348.349,2.25,3967.912828125
8,8,3,96,1024,256,4,5242880,348.203,2.25,3966.249796875
8,8,5,32,256,10,1,1048576,124.858,2.91,3076.772186718
8,8,5,32,256,10,1,5242880,133.729,2.91,3295.372885659
8,8,5,32,256,10,2,1048576,125.204,2.76,2632.361013504
8,8,5,32,256,10,2,5242880,127.18,2.76,2673.90557568
8,8,5,32,256,10,3,1048576,132.804,2.81,2946.660596964
8,8,5,32,256,10,3,5242880,125.377,2.81,2781.870016457
8,8,5,32,256,10,4,1048576,125.427,2.86,2934.196091112
8,8,5,32,256,10,4,5242880,122.167,2.86,2857.932772552
8,8,5,32,256,50,1,1048576,126.775,2.36,1666.3630544
8,8,5,32,256,50,1,5242880,130.203,2.36,1711.421563968
8,8,5,32,256,50,2,1048576,128.425,2.38,1731.3323566
8,8,5,32,256,50,2,5242880,125.86,2.38,1696.75289392
8,8,5,32,256,50,3,1048576,134.81,2.41,1887.00580601
8,8,5,32,256,50,3,5242880,136.609,2.41,1912.187346289
8,8,5,32,256,50,4,1048576,132.843,2.43,1906.151852601
8,8,5,32,256,50,4,5242880,134.571,2.43,1930.946763897
8,8,5,32,256,256,1,1048576,140.744,2.15,1398.766651
8,8,5,32,256,256,1,5242880,131.823,2.15,1310.106407625
8,8,5,32,256,256,2,1048576,140.942,2.15,1400.73444925
8,8,5,32,256,256,2,5242880,136.729,2.15,1358.864075375
8,8,5,32,256,256,3,1048576,141.128,2.15,1402.582987
8,8,5,32,256,256,3,5242880,138.99,2.15,1381.33474125
8,8,5,32,256,256,4,1048576,139.442,2.15,1385.82688675
8,8,5,32,256,256,4,5242880,133.942,2.15,1331.16582425
8,8,5,32,1024,10,1,1048576,467.158,3.02,12867.216826064
8,8,5,32,1024,10,1,5242880,460.146,3.02,12674.081046768
8,8,5,32,1024,10,2,1048576,460.791,2.83,10443.914182917
8,8,5,32,1024,10,2,5242880,464.04,2.83,10517.55337548
8,8,5,32,1024,10,3,1048576,465.253,2.86,10883.968634968
8,8,5,32,1024,10,3,5242880,455.203,2.86,10648.862392168
8,8,5,32,1024,10,4,1048576,461.517,2.98,12213.397589064
8,8,5,32,1024,10,4,5242880,459.892,2.98,12170.394252064
8,8,5,32,1024,50,1,1048576,464.148,2.39,6336.510900012
8,8,5,32,1024,50,1,5242880,461.38,2.39,6298.72238822
8,8,5,32,1024,50,2,1048576,459.155,2.44,6670.04550752
8,8,5,32,1024,50,2,5242880,467.014,2.44,6784.211502976
8,8,5,32,1024,50,3,1048576,462.926,2.5,7233.21875
8,8,5,32,1024,50,3,5242880,462.376,2.5,7224.625
8,8,5,32,1024,50,4,1048576,459.459,2.56,7708.442886144
8,8,5,32,1024,50,4,5242880,459.737,2.56,7713.106952192
8,8,5,32,1024,256,1,1048576,478.6,2.16,4823.1853056
8,8,5,32,1024,256,1,5242880,479.661,2.16,4833.877741056
8,8,5,32,1024,256,2,1048576,472.915,2.2,5035.59892
8,8,5,32,1024,256,2,5242880,478.454,2.2,5094.578192
8,8,5,32,1024,256,3,1048576,480.626,2.23,5329.934228942
8,8,5,32,1024,256,3,5242880,473.759,2.23,5253.782172353
8,8,5,32,1024,256,4,1048576,475.797,2.26,5492.208511272
8,8,5,32,1024,256,4,5242880,478.356,2.26,5521.747498656
8,8,5,96,256,10,1,1048576,140.032,2.91,3450.692489472
8,8,5,96,256,10,1,5242880,136.987,2.91,3375.657078777
8,8,5,96,256,10,2,1048576,138.332,2.76,2908.371647232
8,8,5,96,256,10,2,5242880,136.632,2.76,2872.629868032
8,8,5,96,256,10,3,1048576,138.264,2.81,3067.807300824
8,8,5,96,256,10,3,5242880,138.6,2.81,3075.2624826
8,8,5,96,256,10,4,1048576,137.303,2.86,3212.019149768
8,8,5,96,256,10,4,5242880,139.872,2.86,3272.117452032
8,8,5,96,256,50,1,1048576,140.483,2.36,1846.544515648
8,8,5,96,256,50,1,5242880,132.042,2.36,1735.593850752
8,8,5,96,256,50,2,1048576,141.155,2.38,1902.94894916
8,8,5,96,256,50,2,5242880,137.952,2.38,1859.768434944
8,8,5,96,256,50,3,1048576,137.621,2.41,1926.352837541
8,8,5,96,256,50,3,5242880,140.235,2.41,1962.942357435
8,8,5,96,256,50,4,1048576,143.271,2.43,2055.782254797
8,8,5,96,256,50,4,5242880,136.246,2.43,1954.981183122
8,8,5,96,256,256,1,1048576,144.29,2.15,1434.00812875
8,8,5,96,256,256,1,5242880,147.319,2.15,1464.111466625
8,8,5,96,256,256,2,1048576,143.754,2.15,1428.68115975
8,8,5,96,256,256,2,5242880,140.385,2.15,1395.198774375
8,8,5,96,256,256,3,1048576,145.254,2.15,1443.58872225
8,8,5,96,256,256,3,5242880,147.69,2.15,1467.79860375
8,8,5,96,256,256,4,1048576,148.77,2.15,1478.53204875
8,8,5,96,256,256,4,5242880,149.092,2.15,1481.7322055
8,8,5,96,1024,10,1,1048576,496.288,3.02,13669.562127104
8,8,5,96,1024,10,1,5242880,490.593,3.02,13512.701279544
8,8,5,96,1024,10,2,1048576,493.984,2.83,11196.239735008
8,8,5,96,1024,10,2,5242880,491.249,2.83,11134.250448563
8,8,5,96,1024,10,3,1048576,496.223,2.86,11608.470161288
8,8,5,96,1024,10,3,5242880,491.509,2.86,11498.192466904
8,8,5,96,1024,10,4,1048576,489.402,2.98,12951.334851984
8,8,5,96,1024,10,4,5242880,498.648,2.98,13196.017223616
8,8,5,96,1024,50,1,1048576,489.054,2.39,6676.525594626
8,8,5,96,1024,50,1,5242880,495.447,2.39,6763.802312793
8,8,5,96,1024,50,2,1048576,496.192,2.44,7208.074006528
8,8,5,96,1024,50,2,5242880,494.998,2.44,7190.729026432
8,8,5,96,1024,50,3,1048576,499.628,2.5,7806.6875
8,8,5,96,1024,50,3,5242880,497.141,2.5,7767.828125
8,8,5,96,1024,50,4,1048576,494.982,2.56,8304.419930112
8,8,5,96,1024,50,4,5242880,501.306,2.56,8410.519044096
8,8,5,96,1024,256,1,1048576,504.103,2.16,5080.196786688
8,8,5,96,1024,256,1,5242880,508.406,2.16,5123.561112576
8,8,5,96,1024,256,2,1048576,509.781,2.2,5428.148088
8,8,5,96,1024,256,2,5242880,508.935,2.2,5419.13988
8,8,5,96,1024,256,3,1048576,508.231,2.23,5636.061725977
8,8,5,96,1024,256,3,5242880,508.539,2.23,5639.477312613
8,8,5,96,1024,256,4,1048576,506.543,2.26,5847.115000568
8,8,5,96,1024,256,4,5242880,510.754,2.26,5895.723314704
8,24,1,32,256,10,1,1048576,74.227,2.92,1848.036150976
8,24,1,32,256,10,1,5242880,70.396,2.92,1752.655406848
8,24,1,32,256,10,2,1048576,71.399,2.75,1484.876078125
8,24,1,32,256,10,2,5242880,84.652,2.75,1760.4970625
8,24,1,32,256,10,3,1048576,70.679,2.76,1485.996007104
8,24,1,32,256,10,3,5242880,71.801,2.76,1509.585581376
8,24,1,32,256,10,4,1048576,71.424,2.8,1567.899648
8,24,1,32,256,10,4,5242880,73.579,2.8,1615.206208
8,24,1,32,256,50,1,1048576,79.609,2.37,1059.759227277
8,24,1,32,256,50,1,5242880,77.956,2.37,1037.754403668
8,24,1,32,256,50,2,1048576,81.919,2.39,1118.351552561
8,24,1,32,256,50,2,5242880,73.899,2.39,1008.863162181
8,24,1,32,256,50,3,1048576,75.254,2.42,1066.536411952
8,24,1,32,256,50,3,5242880,75.955,2.42,1076.47132604
8,24,1,32,256,50,4,1048576,81.71,2.46,1216.41154056
8,24,1,32,256,50,4,5242880,91.959,2.46,1368.987747624
8,24,1,32,256,256,1,1048576,87.55,2.15,870.10473125
8,24,1,32,256,256,1,5242880,88.923,2.15,883.750120125
8,24,1,32,256,256,2,1048576,78.811,2.15,783.253272125
8,24,1,32,256,256,2,5242880,91.017,2.15,904.561077375
8,24,1,32,256,256,3,1048576,90.044,2.15,894.8910385
8,24,1,32,256,256,3,5242880,86.255,2.15,857.234535625
8,24,1,32,256,256,4,1048576,80.713,2.15,802.156061375
8,24,1,32,256,256,4,5242880,85.929,2.15,853.994625375
8,24,1,32,1024,10,1,1048576,237.976,2.93,5985.990475832
8,24,1,32,1024,10,1,5242880,236.156,2.93,5940.210638092
8,24,1,32,1024,10,2,1048576,239.342,2.7,4710.968586
8,24,1,32,1024,10,2,5242880,232.848,2.7,4583.147184
8,24,1,32,1024,10,3,1048576,235.963,2.81,5235.556718483
8,24,1,32,1024,10,3,5242880,236.262,2.81,5242.190942742
8,24,1,32,1024,10,4,1048576,235.584,2.88,5627.600437248
8,24,1,32,1024,10,4,5242880,236.983,2.88,5661.019570176
8,24,1,32,1024,50,1,1048576,240.073,2.35,3115.637384875
8,24,1,32,1024,50,1,5242880,240.152,2.35,3116.662637
8,24,1,32,1024,50,2,1048576,240.684,2.39,3285.798472596
8,24,1,32,1024,50,2,5242880,241.231,2.39,3293.266072289
8,24,1,32,1024,50,3,1048576,237.897,2.42,3371.592377736
8,24,1,32,1024,50,3,5242880,239.181,2.42,3389.789852328
8,24,1,32,1024,50,4,1048576,241.327,2.49,3725.666316423
8,24,1,32,1024,50,4,5242880,236.97,2.49,3658.40186553
8,24,1,32,1024,256,1,1048576,250.786,2.15,2492.40531275
8,24,1,32,1024,256,1,5242880,253.813,2.15,2522.488773875
8,24,1,32,1024,256,2,1048576,248.955,2.19,2614.888635345
8,24,1,32,1024,256,2,5242880,248.601,2.19,2611.170410859
8,24,1,32,1024,256,3,1048576,248.071,2.2,2641.460008
8,24,1,32,1024,256,3,5242880,246.34,2.2,2623.02832
8,24,1,32,1024,256,4,1048576,247.608,2.21,2672.646334488
8,24,1,32,1024,256,4,5242880,248.981,2.21,2687.466305641
8,24,1,96,256,10,1,1048576,78.209,2.92,1947.176355392
8,24,1,96,256,10,1,5242880,75.173,2.92,1871.588796224
8,24,1,96,256,10,2,1048576,74.803,2.75,1555.668640625
8,24,1,96,256,10,2,5242880,75.003,2.75,1559.828015625
8,24,1,96,256,10,3,1048576,91.259,2.76,1918.681781184
8,24,1,96,256,10,3,5242880,89.075,2.76,1872.7641072
8,24,1,96,256,10,4,1048576,74.878,2.8,1643.721856
8,24,1,96,256,10,4,5242880,87.905,2.8,1929.69056
8,24,1,96,256,50,1,1048576,88.888,2.37,1183.281767064
8,24,1,96,256,50,1,5242880,78.228,2.37,1041.375282084
8,24,1,96,256,50,2,1048576,78.736,2.39,1074.897494384
8,24,1,96,256,50,2,5242880,88.73,2.39,1211.33477287
8,24,1,96,256,50,3,1048576,91.237,2.42,1293.055287656
8,24,1,96,256,50,3,5242880,91.402,2.42,1295.393748176
