#vm,ram,time,cost
-0.05149511814472691,-0.44416565788498674,770296,10013848
0.23989189184494697,-0.44416565788498674,514584,7718760
0.23989189184494697,-0.44416565788498674,599992,8999880
0.23989189184494697,-0.44416565788498674,513353,7700295
0.23989189184494697,-0.44416565788498674,594570,8918550
0.23989189184494697,-0.44416565788498674,664977,9974655
0.23989189184494697,-0.44416565788498674,562581,8438715
0.23989189184494697,-0.44416565788498674,529027,7935405
0.23989189184494697,-0.44416565788498674,639221,9588315
0.23989189184494697,-0.44416565788498674,625084,9376260
0.23989189184494697,-0.44416565788498674,654390,9815850
0.23989189184494697,-0.44416565788498674,440555,6608325
0.23989189184494697,-0.44416565788498674,667953,10019295
0.23989189184494697,-0.44416565788498674,509936,7649040
0.23989189184494697,-0.44416565788498674,635601,9534015
0.23989189184494697,-0.44416565788498674,653181,9797715
0.23989189184494697,-0.44416565788498674,625911,9388665
0.23989189184494697,-0.44416565788498674,603780,9056700
0.23989189184494697,-0.44416565788498674,525864,7887960
0.23989189184494697,-0.44416565788498674,595500,8932500
0.23989189184494697,-0.44416565788498674,536608,8049120
0.23989189184494697,-0.44416565788498674,599132,8986980
0.23989189184494697,-0.44416565788498674,606656,9099840
0.23989189184494697,-0.44416565788498674,598860,8982900
0.38558539683978393,-0.44416565788498674,563825,9021200
0.38558539683978393,-0.44416565788498674,567332,9077312
0.5312789018346209,-0.44416565788498674,582951,9910167
0.5312789018346209,-0.44416565788498674,564344,9593848
0.5312789018346209,-0.44416565788498674,552083,9385411
0.5312789018346209,-0.44416565788498674,555216,9438672
0.5312789018346209,-0.44416565788498674,551991,9383847
0.5312789018346209,-0.44416565788498674,535854,9109518
0.5312789018346209,-0.44416565788498674,554929,9433793
0.5312789018346209,-0.44416565788498674,567178,9642026
0.5312789018346209,-0.44416565788498674,561388,9543596
0.5312789018346209,-0.44416565788498674,591244,10051148
0.5312789018346209,-0.44416565788498674,562620,9564540
0.5312789018346209,-0.44416565788498674,588189,9999213
0.5312789018346209,-0.44416565788498674,552271,9388607
0.5312789018346209,-0.44416565788498674,555355,9441035
0.5312789018346209,-0.44416565788498674,583786,9924362
0.5312789018346209,-0.44416565788498674,590026,10030442
0.5312789018346209,-0.44416565788498674,552855,9398535
0.5312789018346209,-0.44416565788498674,559648,9514016
0.5312789018346209,-0.44416565788498674,577638,9819846
0.5312789018346209,-0.44416565788498674,562365,9560205
0.5312789018346209,-0.44416565788498674,561334,9542678
0.5312789018346209,-0.44416565788498674,583120,9913040
0.5312789018346209,-0.44416565788498674,553064,9402088
0.5312789018346209,-0.44416565788498674,551714,9379138
0.5312789018346209,-0.44416565788498674,545841,9279297
0.5312789018346209,-0.44416565788498674,568077,9657309
0.5312789018346209,-0.44416565788498674,570311,9695287
0.5312789018346209,-0.44416565788498674,574374,9764358
0.5312789018346209,-0.44416565788498674,535814,9108838
0.5312789018346209,-0.44416565788498674,576544,9801248
0.5312789018346209,-0.44416565788498674,546467,9289939
0.5312789018346209,-0.44416565788498674,552313,9389321
0.5312789018346209,-0.44416565788498674,552209,9387553
0.5312789018346209,-0.44416565788498674,553866,9415722
0.5312789018346209,-0.44416565788498674,542844,9228348
0.5312789018346209,-0.44416565788498674,525174,8927958
0.5312789018346209,-0.44416565788498674,578305,9831185
0.5312789018346209,-0.44416565788498674,558215,9489655
0.6769724068294578,-0.44416565788498674,523081,9415458
0.6769724068294578,-0.44416565788498674,499228,8986104
0.8226659118242947,-0.44416565788498674,490103,9311957
0.8226659118242947,-0.44416565788498674,459768,8735592
0.8226659118242947,-0.44416565788498674,480567,9130773
0.8226659118242947,-0.44416565788498674,482909,9175271
0.8226659118242947,-0.44416565788498674,494608,9397552
0.8226659118242947,-0.44416565788498674,504637,9588103
0.8226659118242947,-0.44416565788498674,486011,9234209
0.8226659118242947,-0.44416565788498674,494761,9400459
0.8226659118242947,-0.44416565788498674,470242,8934598
0.8226659118242947,-0.44416565788498674,484239,9200541
0.8226659118242947,-0.44416565788498674,484625,9207875
0.8226659118242947,-0.44416565788498674,498668,9474692
0.8226659118242947,-0.44416565788498674,490890,9326910
0.8226659118242947,-0.44416565788498674,492281,9353339
0.8226659118242947,-0.44416565788498674,478754,9096326
0.8226659118242947,-0.44416565788498674,475052,9025988
0.8226659118242947,-0.44416565788498674,490095,9311805
0.8226659118242947,-0.44416565788498674,478172,9085268
0.8226659118242947,-0.44416565788498674,468835,8907865
0.8226659118242947,-0.44416565788498674,477519,9072861
0.8226659118242947,-0.44416565788498674,480646,9132274
0.8226659118242947,-0.44416565788498674,494457,9394683
0.8226659118242947,-0.44416565788498674,476285,9049415
0.8226659118242947,-0.44416565788498674,476257,9048883
0.8226659118242947,-0.44416565788498674,471703,8962357
0.8226659118242947,-0.44416565788498674,473223,8991237
0.8226659118242947,-0.44416565788498674,480673,9132787
0.8226659118242947,-0.44416565788498674,465673,8847787
0.9683594168191317,-0.44416565788498674,460495,9209900
0.9683594168191317,-0.44416565788498674,471440,9428800
0.9683594168191317,-0.44416565788498674,489470,9789400
0.9683594168191317,-0.44416565788498674,453883,9077660
0.9683594168191317,-0.44416565788498674,452098,9041960
0.9683594168191317,-0.44416565788498674,469753,9395060
1.1140529218139685,-0.44416565788498674,435149,9138129
1.1140529218139685,-0.44416565788498674,430866,9048186
1.1140529218139685,-0.44416565788498674,409939,8608719
1.1140529218139685,-0.44416565788498674,438608,9210768
1.1140529218139685,-0.44416565788498674,444727,9339267
1.1140529218139685,-0.44416565788498674,435993,9155853
1.1140529218139685,-0.44416565788498674,435879,9153459
1.1140529218139685,-0.44416565788498674,407120,8549520
1.1140529218139685,-0.44416565788498674,418816,8795136
1.1140529218139685,-0.44416565788498674,405108,8507268
1.1140529218139685,-0.44416565788498674,411678,8645238
1.1140529218139685,-0.44416565788498674,444264,9329544
1.1140529218139685,-0.44416565788498674,438787,9214527
1.1140529218139685,-0.44416565788498674,435432,9144072
1.1140529218139685,-0.44416565788498674,397103,8339163
1.1140529218139685,-0.44416565788498674,455868,9573228
1.1140529218139685,-0.44416565788498674,440127,9242667
1.1140529218139685,-0.44416565788498674,442163,9285423
1.1140529218139685,-0.44416565788498674,415770,8731170
1.1140529218139685,-0.44416565788498674,417732,8772372
1.1140529218139685,-0.44416565788498674,456688,9590448
1.1140529218139685,-0.44416565788498674,403494,8473374
1.1140529218139685,-0.44416565788498674,395807,8311947
1.1140529218139685,-0.44416565788498674,422871,8880291
1.1140529218139685,-0.44416565788498674,429508,9019668
1.1140529218139685,-0.44416565788498674,421347,8848287
1.1140529218139685,-0.44416565788498674,415418,8723778
1.1140529218139685,-0.44416565788498674,426469,8955849
1.1140529218139685,-0.44416565788498674,419213,8803473
1.1140529218139685,-0.44416565788498674,419674,8813154
1.1140529218139685,-0.44416565788498674,441374,9268854
1.1140529218139685,-0.44416565788498674,390238,8194998
1.2597464268088057,-0.44416565788498674,379789,8355358
1.2597464268088057,-0.44416565788498674,406970,8953340
1.2597464268088057,-0.44416565788498674,422163,9287586
1.2597464268088057,-0.44416565788498674,397999,8755978
1.2597464268088057,-0.44416565788498674,429779,9455138
1.2597464268088057,-0.44416565788498674,425508,9361176
1.2597464268088057,-0.44416565788498674,398515,8767330
1.2597464268088057,-0.44416565788498674,388771,8552962
1.4054399318036426,-0.44416565788498674,410464,9440672
1.4054399318036426,-0.44416565788498674,423038,9729874
1.4054399318036426,-0.44416565788498674,356505,8199615
1.4054399318036426,-0.44416565788498674,391823,9011929
1.4054399318036426,-0.44416565788498674,388797,8942331
1.4054399318036426,-0.44416565788498674,354234,8147382
1.4054399318036426,-0.44416565788498674,382997,8808931
1.4054399318036426,-0.44416565788498674,369321,8494383
1.4054399318036426,-0.44416565788498674,375276,8631348
1.4054399318036426,-0.44416565788498674,353873,8139079
1.4054399318036426,-0.44416565788498674,375423,8634729
1.4054399318036426,-0.44416565788498674,364129,8374967
1.4054399318036426,-0.44416565788498674,384992,8854816
1.4054399318036426,-0.44416565788498674,395194,9089462
1.4054399318036426,-0.44416565788498674,411668,9468364
1.4054399318036426,-0.44416565788498674,365944,8416712
1.4054399318036426,-0.44416565788498674,350337,8057751
1.4054399318036426,-0.44416565788498674,346441,7968143
1.4054399318036426,-0.44416565788498674,423708,9745284
1.4054399318036426,-0.44416565788498674,475036,10925828
1.4054399318036426,-0.44416565788498674,367081,8442863
1.4054399318036426,-0.44416565788498674,366098,8420254
1.4054399318036426,-0.44416565788498674,372495,8567385
1.4054399318036426,-0.44416565788498674,366870,8438010
1.4054399318036426,-0.44416565788498674,406327,9345521
1.5511334367984795,-0.44416565788498674,346343,8312232
1.5511334367984795,-0.44416565788498674,342109,8210616
1.5511334367984795,-0.44416565788498674,412823,9907752
1.5511334367984795,-0.44416565788498674,354511,8508264
1.5511334367984795,-0.44416565788498674,407886,9789264
1.5511334367984795,-0.44416565788498674,344690,8272560
1.5511334367984795,-0.44416565788498674,401569,9637656
1.5511334367984795,-0.44416565788498674,348219,8357256
1.5511334367984795,-0.44416565788498674,353162,8475888
1.5511334367984795,-0.44416565788498674,358448,8602752
1.5511334367984795,-0.44416565788498674,376317,9031608
1.5511334367984795,-0.44416565788498674,358738,8609712
1.5511334367984795,-0.44416565788498674,407201,9772824
1.5511334367984795,-0.44416565788498674,353734,8489616
1.5511334367984795,-0.44416565788498674,340506,8172144
-1.5084301680930963,0.0881775365100084,1312599,3937797
-1.5084301680930963,0.0881775365100084,1321261,3963783
-1.5084301680930963,0.0881775365100084,1281390,3844170
-1.5084301680930963,0.0881775365100084,833895,2501685
-1.5084301680930963,0.0881775365100084,793077,2379231
-1.5084301680930963,0.0881775365100084,830448,2491344
-1.5084301680930963,0.0881775365100084,751603,2254809
-1.5084301680930963,0.0881775365100084,1320902,3962706
-1.5084301680930963,0.0881775365100084,734372,2203116
-1.5084301680930963,0.0881775365100084,1271966,3815898
-1.3627366630982594,0.0881775365100084,548900,2195600
-1.3627366630982594,0.0881775365100084,757110,3028440
-1.3627366630982594,0.0881775365100084,531194,2124776
-1.3627366630982594,0.0881775365100084,590688,2362752
-1.3627366630982594,0.0881775365100084,576100,2304400
-1.3627366630982594,0.0881775365100084,948591,3794364
-1.3627366630982594,0.0881775365100084,519374,2077496
-1.3627366630982594,0.0881775365100084,783100,3132400
-1.3627366630982594,0.0881775365100084,563768,2255072
-1.3627366630982594,0.0881775365100084,789005,3156020
-1.2170431581034225,0.0881775365100084,502930,2514650
-1.2170431581034225,0.0881775365100084,538343,2691715
-1.2170431581034225,0.0881775365100084,417099,2085495
-1.2170431581034225,0.0881775365100084,523339,2616695
-1.2170431581034225,0.0881775365100084,414544,2072720
-1.2170431581034225,0.0881775365100084,411644,2058220
-1.2170431581034225,0.0881775365100084,412341,2061705
-1.2170431581034225,0.0881775365100084,414576,2072880
-1.2170431581034225,0.0881775365100084,436229,2181145
-1.2170431581034225,0.0881775365100084,414354,2071770
-1.0713496531085855,0.0881775365100084,434505,2607030
-1.0713496531085855,0.0881775365100084,391796,2350776
-1.0713496531085855,0.0881775365100084,355310,2131860
-1.0713496531085855,0.0881775365100084,372498,2234988
-1.0713496531085855,0.0881775365100084,364466,2186796
-1.0713496531085855,0.0881775365100084,367755,2206530
-1.0713496531085855,0.0881775365100084,371748,2230488
-1.0713496531085855,0.0881775365100084,371515,2229090
-1.0713496531085855,0.0881775365100084,374017,2244102
-1.0713496531085855,0.0881775365100084,363163,2178978
-1.0713496531085855,-0.06392051903141885,658681,3952086
-1.0713496531085855,-0.06392051903141885,646347,3878082
-1.0713496531085855,-0.06392051903141885,651426,3908556
-1.0713496531085855,-0.06392051903141885,640042,3840252
-1.0713496531085855,-0.06392051903141885,648071,3888426
-1.0713496531085855,-0.06392051903141885,642447,3854682
-1.0713496531085855,-0.06392051903141885,629994,3779964
-1.0713496531085855,-0.06392051903141885,719277,4315662
-1.0713496531085855,-0.06392051903141885,667241,4003446
-1.0713496531085855,-0.06392051903141885,656520,3939120
-1.0713496531085855,-0.06392051903141885,728300,4369800
-1.0713496531085855,-0.06392051903141885,613713,3682278
-1.0713496531085855,-0.06392051903141885,642938,3857628
-1.0713496531085855,-0.06392051903141885,652262,3913572
-1.0713496531085855,-0.06392051903141885,645277,3871662
-1.0713496531085855,-0.06392051903141885,655935,3935610
-1.0713496531085855,-0.06392051903141885,651435,3908610
-1.0713496531085855,-0.06392051903141885,719965,4319790
-1.0713496531085855,-0.06392051903141885,637550,3825300
-1.0713496531085855,-0.06392051903141885,628850,3773100
-1.0713496531085855,-0.06392051903141885,639208,3835248
-1.0713496531085855,-0.06392051903141885,649140,3894840
-1.0713496531085855,-0.06392051903141885,720577,4323462
-1.0713496531085855,-0.06392051903141885,654208,3925248
-1.0713496531085855,-0.06392051903141885,634291,3805746
-1.0713496531085855,-0.06392051903141885,647289,3883734
-1.0713496531085855,-0.06392051903141885,621963,3731778
-1.0713496531085855,-0.06392051903141885,642811,3856866
-1.0713496531085855,-0.06392051903141885,727103,4362618
-1.0713496531085855,-0.06392051903141885,704630,4227780
-1.0713496531085855,-0.06392051903141885,719795,4318770
-1.0713496531085855,-0.06392051903141885,653301,3919806
-1.0713496531085855,-0.06392051903141885,654745,3928470
-1.0713496531085855,-0.06392051903141885,655053,3930318
-1.0713496531085855,-0.06392051903141885,652112,3912672
-1.0713496531085855,-0.06392051903141885,615530,3693180
-1.0713496531085855,-0.06392051903141885,628018,3768108
-1.0713496531085855,-0.06392051903141885,644493,3866958
-1.0713496531085855,-0.06392051903141885,642161,3852966
-1.0713496531085855,-0.06392051903141885,727765,4366590
-1.0713496531085855,-0.06392051903141885,718237,4309422
-0.7799626431189116,-0.06392051903141885,545156,4361248
-0.7799626431189116,-0.06392051903141885,596925,4775400
-0.7799626431189116,-0.06392051903141885,504124,4032992
-0.7799626431189116,-0.06392051903141885,600136,4801088
-0.7799626431189116,-0.06392051903141885,532062,4256496
-0.7799626431189116,-0.06392051903141885,597302,4778416
-0.7799626431189116,-0.06392051903141885,516138,4129104
-0.7799626431189116,-0.06392051903141885,610731,4885848
-0.7799626431189116,-0.06392051903141885,498990,3991920
-0.7799626431189116,-0.06392051903141885,515449,4123592
-0.7799626431189116,-0.06392051903141885,523336,4186688
-0.7799626431189116,-0.06392051903141885,542810,4342480
-0.7799626431189116,-0.06392051903141885,581723,4653784
-0.7799626431189116,-0.06392051903141885,606944,4855552
-0.7799626431189116,-0.06392051903141885,483864,3870912
-0.7799626431189116,-0.06392051903141885,609924,4879392
-0.7799626431189116,-0.06392051903141885,503396,4027168
-0.7799626431189116,-0.06392051903141885,531028,4248224
-0.7799626431189116,-0.06392051903141885,594866,4758928
-0.7799626431189116,-0.06392051903141885,500474,4003792
-0.7799626431189116,-0.06392051903141885,518364,4146912
-0.7799626431189116,-0.06392051903141885,622982,4983856
-0.48857563312923774,-0.06392051903141885,382198,3821980
-0.48857563312923774,-0.06392051903141885,404256,4042560
-0.48857563312923774,-0.06392051903141885,526179,5261790
-0.48857563312923774,-0.06392051903141885,438070,4380700
-0.48857563312923774,-0.06392051903141885,393465,3934650
-0.48857563312923774,-0.06392051903141885,387620,3876200
-0.48857563312923774,-0.06392051903141885,392560,3925600
-0.48857563312923774,-0.06392051903141885,451591,4515910
-0.48857563312923774,-0.06392051903141885,446584,4465840
-0.48857563312923774,-0.06392051903141885,507001,5070010
-0.48857563312923774,-0.06392051903141885,507529,5075290
-0.48857563312923774,-0.06392051903141885,396098,3960980
-0.48857563312923774,-0.06392051903141885,437160,4371600
-0.48857563312923774,-0.06392051903141885,380696,3806960
-0.48857563312923774,-0.06392051903141885,453074,4530740
-0.48857563312923774,-0.06392051903141885,503884,5038840
-0.48857563312923774,-0.06392051903141885,405046,4050460
-0.48857563312923774,-0.06392051903141885,512921,5129210
-0.48857563312923774,-0.06392051903141885,506249,5062490
-0.48857563312923774,-0.06392051903141885,396781,3967810
-0.48857563312923774,-0.06392051903141885,445971,4459710
-0.48857563312923774,-0.06392051903141885,501375,5013750
-0.48857563312923774,-0.06392051903141885,510875,5108750
-0.48857563312923774,-0.06392051903141885,522095,5220950
-0.48857563312923774,-0.06392051903141885,437212,4372120
-0.48857563312923774,-0.06392051903141885,440808,4408080
-0.48857563312923774,-0.06392051903141885,395725,3957250
-0.48857563312923774,-0.06392051903141885,503206,5032060
-0.48857563312923774,-0.06392051903141885,403098,4030980
-0.48857563312923774,-0.06392051903141885,441725,4417250
-0.48857563312923774,-0.06392051903141885,440058,4400580
-0.48857563312923774,-0.06392051903141885,495656,4956560
-0.48857563312923774,-0.06392051903141885,435492,4354920
-0.48857563312923774,-0.06392051903141885,495760,4957600
-0.48857563312923774,-0.06392051903141885,535928,5359280
-0.48857563312923774,-0.06392051903141885,511371,5113710
-0.48857563312923774,-0.06392051903141885,405084,4050840
-0.48857563312923774,-0.06392051903141885,524489,5244890
-0.48857563312923774,-0.06392051903141885,445840,4458400
-0.48857563312923774,-0.06392051903141885,384429,3844290
-0.48857563312923774,-0.06392051903141885,511043,5110430
-0.19718862313956387,-0.06392051903141885,456541,5478492
-0.19718862313956387,-0.06392051903141885,333961,4007532
-0.19718862313956387,-0.06392051903141885,444952,5339424
-0.19718862313956387,-0.06392051903141885,336914,4042968
-0.19718862313956387,-0.06392051903141885,449619,5395428
-0.19718862313956387,-0.06392051903141885,334486,4013832
-0.19718862313956387,-0.06392051903141885,446756,5361072
-0.19718862313956387,-0.06392051903141885,447389,5368668
-0.19718862313956387,-0.06392051903141885,459492,5513904
-0.19718862313956387,-0.06392051903141885,334737,4016844
-0.19718862313956387,-0.06392051903141885,339665,4075980
-0.19718862313956387,-0.06392051903141885,332763,3993156
-0.19718862313956387,-0.06392051903141885,446847,5362164
-0.19718862313956387,-0.06392051903141885,384721,4616652
-0.19718862313956387,-0.06392051903141885,334532,4014384
-0.19718862313956387,-0.06392051903141885,442356,5308272
-0.19718862313956387,-0.06392051903141885,387119,4645428
-0.19718862313956387,-0.06392051903141885,339355,4072260
-0.19718862313956387,-0.06392051903141885,335605,4027260
-0.19718862313956387,-0.06392051903141885,333964,4007568
-0.19718862313956387,-0.06392051903141885,376646,4519752
0.09419838685011003,-0.06392051903141885,291608,4082512
0.09419838685011003,-0.06392051903141885,293578,4110092
0.09419838685011003,-0.06392051903141885,287248,4021472
0.09419838685011003,-0.06392051903141885,291546,4081644
0.09419838685011003,-0.06392051903141885,422765,5918710
0.09419838685011003,-0.06392051903141885,400016,5600224
0.09419838685011003,-0.06392051903141885,392449,5494286
0.09419838685011003,-0.06392051903141885,288265,4035710
0.09419838685011003,-0.06392051903141885,389851,5457914
0.09419838685011003,-0.06392051903141885,411013,5754182
0.09419838685011003,-0.06392051903141885,396669,5553366
0.09419838685011003,-0.06392051903141885,386964,5417496
0.09419838685011003,-0.06392051903141885,370741,5190374
0.09419838685011003,-0.06392051903141885,405857,5681998
0.09419838685011003,-0.06392051903141885,341239,4777346
0.09419838685011003,-0.06392051903141885,395211,5532954
0.09419838685011003,-0.06392051903141885,287501,4025014
0.09419838685011003,-0.06392051903141885,397870,5570180
0.09419838685011003,-0.06392051903141885,289624,4054736
0.09419838685011003,-0.06392051903141885,408572,5720008
0.09419838685011003,-0.06392051903141885,289254,4049556
0.38558539683978393,-0.06392051903141885,251737,4027792
0.38558539683978393,-0.06392051903141885,246205,3939280
0.38558539683978393,-0.06392051903141885,254468,4071488
0.38558539683978393,-0.06392051903141885,378718,6059488
0.38558539683978393,-0.06392051903141885,338507,5416112
0.38558539683978393,-0.06392051903141885,336567,5385072
0.38558539683978393,-0.06392051903141885,257547,4120752
