#vm,ram,time,cost
0.38558539683978393,-0.06392051903141885,358448,5735168
0.38558539683978393,-0.06392051903141885,376262,6020192
0.38558539683978393,-0.06392051903141885,359086,5745376
0.38558539683978393,-0.06392051903141885,354366,5669856
0.38558539683978393,-0.06392051903141885,368763,5900208
0.38558539683978393,-0.06392051903141885,254789,4076624
0.38558539683978393,-0.06392051903141885,347323,5557168
0.38558539683978393,-0.06392051903141885,257890,4126240
0.38558539683978393,-0.06392051903141885,251660,4026560
0.38558539683978393,-0.06392051903141885,251215,4019440
0.38558539683978393,-0.06392051903141885,251660,4026560
0.38558539683978393,-0.06392051903141885,258014,4128224
0.38558539683978393,-0.06392051903141885,255604,4089664
0.38558539683978393,-0.06392051903141885,250726,4011616
0.38558539683978393,-0.06392051903141885,372012,5952192
0.38558539683978393,-0.06392051903141885,361836,5789376
0.38558539683978393,-0.06392051903141885,246385,3942160
0.38558539683978393,-0.06392051903141885,301306,4820896
0.38558539683978393,-0.06392051903141885,364148,5826368
0.6769724068294578,-0.06392051903141885,322952,5813136
0.6769724068294578,-0.06392051903141885,332284,5981112
0.6769724068294578,-0.06392051903141885,227272,4090896
0.6769724068294578,-0.06392051903141885,227106,4087908
0.6769724068294578,-0.06392051903141885,233312,4199616
0.6769724068294578,-0.06392051903141885,224236,4036248
0.6769724068294578,-0.06392051903141885,226820,4082760
0.6769724068294578,-0.06392051903141885,233891,4210038
0.6769724068294578,-0.06392051903141885,346872,6243696
0.6769724068294578,-0.06392051903141885,225226,4054068
0.6769724068294578,-0.06392051903141885,229074,4123332
0.6769724068294578,-0.06392051903141885,226444,4075992
0.6769724068294578,-0.06392051903141885,236902,4264236
0.6769724068294578,-0.06392051903141885,223451,4022118
0.6769724068294578,-0.06392051903141885,237043,4266774
0.6769724068294578,-0.06392051903141885,229544,4131792
0.6769724068294578,-0.06392051903141885,224625,4043250
0.6769724068294578,-0.06392051903141885,226407,4075326
0.6769724068294578,-0.06392051903141885,229736,4135248
0.6769724068294578,-0.06392051903141885,230697,4152546
0.6769724068294578,-0.06392051903141885,234608,4222944
0.9683594168191317,-0.06392051903141885,206609,4132180
0.9683594168191317,-0.06392051903141885,208766,4175320
0.9683594168191317,-0.06392051903141885,208509,4170180
0.9683594168191317,-0.06392051903141885,208762,4175240
0.9683594168191317,-0.06392051903141885,321224,6424480
0.9683594168191317,-0.06392051903141885,206918,4138360
0.9683594168191317,-0.06392051903141885,206187,4123740
0.9683594168191317,-0.06392051903141885,209936,4198720
0.9683594168191317,-0.06392051903141885,210941,4218820
0.9683594168191317,-0.06392051903141885,208056,4161120
0.9683594168191317,-0.06392051903141885,208380,4167600
0.9683594168191317,-0.06392051903141885,211665,4233300
0.9683594168191317,-0.06392051903141885,213596,4271920
0.9683594168191317,-0.06392051903141885,208131,4162620
0.9683594168191317,-0.06392051903141885,218013,4360260
0.9683594168191317,-0.06392051903141885,209690,4193800
0.9683594168191317,-0.06392051903141885,314396,6287920
0.9683594168191317,-0.06392051903141885,208062,4161240
0.9683594168191317,-0.06392051903141885,208781,4175620
0.9683594168191317,-0.06392051903141885,326833,6536660
0.9683594168191317,-0.06392051903141885,211710,4234200
1.2597464268088057,-0.06392051903141885,188293,4142446
1.2597464268088057,-0.06392051903141885,190740,4196280
1.2597464268088057,-0.06392051903141885,187457,4124054
1.2597464268088057,-0.06392051903141885,186434,4101548
1.2597464268088057,-0.06392051903141885,191335,4209370
1.2597464268088057,-0.06392051903141885,188267,4141874
1.2597464268088057,-0.06392051903141885,304369,6696118
1.2597464268088057,-0.06392051903141885,187908,4133976
1.2597464268088057,-0.06392051903141885,188147,4139234
1.2597464268088057,-0.06392051903141885,188319,4143018
1.2597464268088057,-0.06392051903141885,187801,4131622
1.2597464268088057,-0.06392051903141885,188799,4153578
1.2597464268088057,-0.06392051903141885,189463,4168186
1.2597464268088057,-0.06392051903141885,189164,4161608
1.2597464268088057,-0.06392051903141885,185439,4079658
1.2597464268088057,-0.06392051903141885,189189,4162158
1.2597464268088057,-0.06392051903141885,188272,4141984
1.2597464268088057,-0.06392051903141885,289298,6364556
1.2597464268088057,-0.06392051903141885,191272,4207984
1.2597464268088057,-0.06392051903141885,190150,4183300
1.2597464268088057,-0.06392051903141885,188177,4139894
1.5511334367984795,-0.06392051903141885,184900,4437600
1.5511334367984795,-0.06392051903141885,183689,4408536
1.5511334367984795,-0.06392051903141885,188158,4515792
1.5511334367984795,-0.06392051903141885,189267,4542408
1.5511334367984795,-0.06392051903141885,186106,4466544
1.5511334367984795,-0.06392051903141885,184032,4416768
1.5511334367984795,-0.06392051903141885,187520,4500480
1.5511334367984795,-0.06392051903141885,186122,4466928
1.5511334367984795,-0.06392051903141885,188258,4518192
1.5511334367984795,-0.06392051903141885,185576,4453824
1.5511334367984795,-0.06392051903141885,186298,4471152
1.5511334367984795,-0.06392051903141885,185309,4447416
1.5511334367984795,-0.06392051903141885,188543,4525032
1.5511334367984795,-0.06392051903141885,188305,4519320
1.5511334367984795,-0.06392051903141885,187689,4504536
1.5511334367984795,-0.06392051903141885,186833,4483992
1.5511334367984795,-0.06392051903141885,188936,4534464
1.5511334367984795,-0.06392051903141885,187942,4510608
1.5511334367984795,-0.06392051903141885,185614,4454736
1.5511334367984795,-0.06392051903141885,183136,4395264
1.5511334367984795,-0.06392051903141885,187600,4502400
1.8425204467881533,-0.06392051903141885,170256,4426656
1.8425204467881533,-0.06392051903141885,171923,4469998
1.8425204467881533,-0.06392051903141885,171813,4467138
1.8425204467881533,-0.06392051903141885,171015,4446390
1.8425204467881533,-0.06392051903141885,169667,4411342
1.8425204467881533,-0.06392051903141885,171734,4465084
1.8425204467881533,-0.06392051903141885,169557,4408482
1.8425204467881533,-0.06392051903141885,171303,4453878
1.8425204467881533,-0.06392051903141885,173807,4518982
1.8425204467881533,-0.06392051903141885,171096,4448496
1.8425204467881533,-0.06392051903141885,170712,4438512
1.8425204467881533,-0.06392051903141885,172057,4473482
1.8425204467881533,-0.06392051903141885,170967,4445142
1.8425204467881533,-0.06392051903141885,171856,4468256
1.8425204467881533,-0.06392051903141885,169440,4405440
1.8425204467881533,-0.06392051903141885,168503,4381078
1.8425204467881533,-0.06392051903141885,169883,4416958
1.8425204467881533,-0.06392051903141885,168488,4380688
1.8425204467881533,-0.06392051903141885,169125,4397250
1.8425204467881533,-0.06392051903141885,170083,4422158
1.8425204467881533,-0.06392051903141885,167550,4356300
-1.5084301680930963,2.44569739740213,399365,1198095
-1.5084301680930963,2.44569739740213,402082,1206246
-1.5084301680930963,2.44569739740213,400467,1201401
-1.5084301680930963,2.44569739740213,404827,1214481
-1.5084301680930963,2.44569739740213,444773,1334319
-1.5084301680930963,2.44569739740213,402063,1206189
-1.5084301680930963,2.44569739740213,401534,1204602
-1.5084301680930963,2.44569739740213,400505,1201515
-1.5084301680930963,2.44569739740213,452660,1357980
-1.5084301680930963,2.44569739740213,397131,1191393
-1.3627366630982594,2.44569739740213,311751,1247004
-1.3627366630982594,2.44569739740213,318035,1272140
-1.3627366630982594,2.44569739740213,308052,1232208
-1.3627366630982594,2.44569739740213,307004,1228016
-1.3627366630982594,2.44569739740213,308639,1234556
-1.3627366630982594,2.44569739740213,311770,1247080
-1.3627366630982594,2.44569739740213,305978,1223912
-1.3627366630982594,2.44569739740213,308291,1233164
-1.3627366630982594,2.44569739740213,306145,1224580
-1.3627366630982594,2.44569739740213,308116,1232464
-1.2170431581034225,2.44569739740213,254429,1272145
-1.2170431581034225,2.44569739740213,258887,1294435
-1.2170431581034225,2.44569739740213,259248,1296240
-1.2170431581034225,2.44569739740213,261639,1308195
-1.2170431581034225,2.44569739740213,260566,1302830
-1.2170431581034225,2.44569739740213,266123,1330615
-1.2170431581034225,2.44569739740213,262726,1313630
-1.2170431581034225,2.44569739740213,260083,1300415
-1.2170431581034225,2.44569739740213,253949,1269745
-1.2170431581034225,2.44569739740213,263159,1315795
-1.0713496531085855,2.44569739740213,234968,1409808
-1.0713496531085855,2.44569739740213,235324,1411944
-1.0713496531085855,2.44569739740213,236943,1421658
-1.0713496531085855,2.44569739740213,269195,1615170
-1.0713496531085855,2.44569739740213,235027,1410162
-1.0713496531085855,2.44569739740213,242787,1456722
-1.0713496531085855,2.44569739740213,265045,1590270
-1.0713496531085855,2.44569739740213,226581,1359486
-1.0713496531085855,2.44569739740213,235397,1412382
-1.0713496531085855,2.44569739740213,233636,1401816
-1.5084301680930963,6.2481487859378095,230612,691836
-1.5084301680930963,6.2481487859378095,237641,712923
-1.5084301680930963,6.2481487859378095,252501,757503
-1.5084301680930963,6.2481487859378095,237288,711864
-1.5084301680930963,6.2481487859378095,238829,716487
-1.5084301680930963,6.2481487859378095,238151,714453
-1.5084301680930963,6.2481487859378095,231081,693243
-1.5084301680930963,6.2481487859378095,227894,683682
-1.5084301680930963,6.2481487859378095,238088,714264
-1.5084301680930963,6.2481487859378095,235947,707841
