confidence,hypo_step,max_arm_length,num_threads,exec_time_s,cost
14,3,5,26,58.62,1524120
64,2,5,26,73.8,1918800
54,2,5,26,68.02,1768520
44,2,5,26,71.71,1864460
34,2,5,26,72.55,1886300
24,2,5,26,69.41,1804660
14,2,5,26,71.97,1871220
64,1,5,26,114.65,2980900
54,1,5,26,116.83,3037580
44,1,5,26,112.76,2931760
34,1,5,26,117.28,3049280
24,1,5,26,120.17,3124420
14,1,5,26,116.36,3025360
64,3,4,26,57.26,1488760
54,3,4,26,63.69,1655940
44,3,4,26,56.87,1478620
34,3,4,26,58.71,1526460
24,3,4,26,58.39,1518140
14,3,4,26,63.14,1641640
64,2,4,26,74.49,1936740
54,2,4,26,70.02,1820520
44,2,4,26,65.44,1701440
34,2,4,26,70.12,1823120
24,2,4,26,71.05,1847300
14,2,4,26,72.53,1885780
64,1,4,26,115.27,2997020
54,1,4,26,110.58,2875080
44,1,4,26,111.33,2894580
34,1,4,26,111.71,2904460
24,1,4,26,112.08,2914080
14,1,4,26,116.41,3026660
64,3,3,26,55.42,1440920
54,3,3,26,57.97,1507220
44,3,3,26,57.05,1483300
34,3,3,26,52.5,1365000
24,3,3,26,59.46,1545960
14,3,3,26,67.19,1746940
64,2,3,26,73.78,1918280
54,2,3,26,72.93,1896180
44,2,3,26,73.98,1923480
34,2,3,26,74.16,1928160
24,2,3,26,66.6,1731600
14,2,3,26,69.45,1805700
64,1,3,26,109.69,2851940
54,1,3,26,109.84,2855840
44,1,3,26,107.73,2800980
34,1,3,26,111.38,2895880
24,1,3,26,113.0,2938000
14,1,3,26,122.07,3173820
64,3,2,26,70.5,1833000
54,3,2,26,61.06,1587560
44,3,2,26,58.99,1533740
34,3,2,26,60.82,1581320
24,3,2,26,73.49,1910740
14,3,2,26,65.21,1695460
64,2,2,26,66.82,1737320
54,2,2,26,65.09,1692340
44,2,2,26,69.93,1818180
34,2,2,26,73.78,1918280
24,2,2,26,74.11,1926860
14,2,2,26,68.71,1786460
64,1,2,26,110.66,2877160
54,1,2,26,110.07,2861820
44,1,2,26,107.31,2790060
34,1,2,26,106.91,2779660
24,1,2,26,110.27,2867020
14,1,2,26,112.4,2922400
64,3,1,26,77.46,2013960
54,3,1,26,78.9,2051400
54,3,1,26,62.65,1628900
34,3,1,26,62.24,1618240
24,3,1,26,64.45,1675700
14,3,1,26,58.57,1522820
64,2,1,26,72.82,1893320
54,2,1,26,70.29,1827540
44,2,1,26,75.34,1958840
34,2,1,26,71.65,1862900
24,2,1,26,80.74,2099240
14,2,1,26,76.86,1998360
64,1,1,26,109.62,2850120
54,1,1,26,112.45,2923700
44,1,1,26,110.55,2874300
34,1,1,26,106.62,2772120
24,1,1,26,111.08,2888080
14,1,1,26,113.44,2949440
64,3,16,25,85.37,2134250
54,3,16,25,83.28,2082000
44,3,16,25,77.3,1932500
34,3,16,25,76.97,1924250
24,3,16,25,81.81,2045250
14,3,16,25,70.13,1753250
64,2,16,25,91.96,2299000
54,2,16,25,93.28,2332000
44,2,16,25,97.13,2428250
34,2,16,25,92.82,2320500
24,2,16,25,94.41,2360250
14,2,16,25,89.66,2241500
64,1,16,25,139.79,3494750
54,1,16,25,142.14,3553500
44,1,16,25,141.13,3528250
34,1,16,25,146.39,3659750
24,1,16,25,142.96,3574000
14,1,16,25,135.63,3390750
64,3,15,25,76.65,1916250
54,3,15,25,75.59,1889750
44,3,15,25,79.34,1983500
34,3,15,25,72.18,1804500
24,3,15,25,74.45,1861250
14,3,15,25,72.83,1820750
64,2,15,25,94.7,2367500
54,2,15,25,97.49,2437250
44,2,15,25,98.95,2473750
34,2,15,25,96.31,2407750
24,2,15,25,87.85,2196250
14,2,15,25,91.92,2298000
64,1,15,25,137.91,3447750
54,1,15,25,139.54,3488500
44,1,15,25,143.36,3584000
34,1,15,25,138.87,3471750
24,1,15,25,140.57,3514250
14,1,15,25,142.02,3550500
64,3,14,25,76.1,1902500
54,3,14,25,76.1,1902500
44,3,14,25,72.32,1808000
34,3,14,25,75.84,1896000
24,3,14,25,71.4,1785000
14,3,14,25,76.55,1913750
64,2,14,25,91.86,2296500
54,2,14,25,101.7,2542500
44,2,14,25,99.14,2478500
34,2,14,25,99.14,2478500
24,2,14,25,98.92,2473000
14,2,14,25,95.19,2379750
64,1,14,25,137.28,3432000
54,1,14,25,138.55,3463750
44,1,14,25,135.18,3379500
34,1,14,25,139.92,3498000
24,1,14,25,135.25,3381250
14,1,14,25,134.53,3363250
64,3,13,25,72.75,1818750
54,3,13,25,73.72,1843000
44,3,13,25,69.4,1735000
34,3,13,25,73.69,1842250
24,3,13,25,67.29,1682250
14,3,13,25,73.43,1835750
64,2,13,25,97.03,2425750
54,2,13,25,93.0,2325000
44,2,13,25,90.66,2266500
34,2,13,25,105.41,2635250
24,2,13,25,90.24,2256000
14,2,13,25,95.39,2384750
64,1,13,25,140.71,3517750
54,1,13,25,135.68,3392000
44,1,13,25,133.93,3348250
34,1,13,25,143.39,3584750
24,1,13,25,147.89,3697250
14,1,13,25,150.73,3768250
64,3,12,25,75.42,1885500
54,3,12,25,80.9,2022500
44,3,12,25,74.71,1867750
34,3,12,25,71.8,1795000
24,3,12,25,77.21,1930250
14,3,12,25,72.47,1811750
64,2,12,25,90.45,2261250
54,2,12,25,88.15,2203750
44,2,12,25,90.22,2255500
34,2,12,25,90.09,2252250
24,2,12,25,99.06,2476500
14,2,12,25,87.12,2178000
14,2,12,25,100.14,2503500
54,1,12,25,137.45,3436250
44,1,12,25,135.77,3394250
34,1,12,25,143.75,3593750
24,1,12,25,139.82,3495500
14,1,12,25,136.06,3401500
64,3,11,25,68.79,1719750
54,3,11,25,80.45,2011250
44,3,11,25,71.64,1791000
34,3,11,25,81.73,2043250
24,3,11,25,79.42,1985500
14,3,11,25,82.05,2051250
64,2,11,25,83.46,2086500
54,2,11,25,86.02,2150500
44,2,11,25,93.58,2339500
34,2,11,25,91.2,2280000
24,2,11,25,91.96,2299000
14,2,11,25,88.98,2224500
64,1,11,25,146.22,3655500
54,1,11,25,136.12,3403000
44,1,11,25,134.99,3374750
34,1,11,25,132.07,3301750
24,1,11,25,137.09,3427250
14,1,11,25,133.53,3338250
64,3,10,25,79.52,1988000
54,3,10,25,71.67,1791750
44,3,10,25,70.51,1762750
34,3,10,25,70.54,1763500
24,3,10,25,71.52,1788000
14,3,10,25,73.98,1849500
64,2,10,25,84.27,2106750
54,2,10,25,89.32,2233000
44,2,10,25,85.33,2133250
34,2,10,25,81.72,2043000
24,2,10,25,79.68,1992000
14,2,10,25,82.59,2064750
64,1,10,25,135.73,3393250
54,1,10,25,128.76,3219000
44,1,10,25,128.69,3217250
34,1,10,25,132.25,3306250
24,1,10,25,134.51,3362750
14,1,10,25,132.19,3304750
64,3,9,25,69.28,1732000
54,3,9,25,69.73,1743250
44,3,9,25,68.95,1723750
34,3,9,25,72.29,1807250
24,3,9,25,67.6,1690000
14,3,9,25,66.33,1658250
64,2,9,25,86.14,2153500
54,2,9,25,85.41,2135250
44,2,9,25,85.04,2126000
34,2,9,25,87.69,2192250
24,2,9,25,79.5,1987500
14,2,9,25,81.99,2049750
64,1,9,25,128.03,3200750
54,1,9,25,132.7,3317500
44,1,9,25,127.8,3195000
34,1,9,25,126.77,3169250
24,1,9,25,124.32,3108000
14,1,9,25,125.46,3136500
64,3,8,25,66.55,1663750
54,3,8,25,66.89,1672250
44,3,8,25,77.26,1931500
34,3,8,25,68.2,1705000
24,3,8,25,68.91,1722750
14,3,8,25,59.39,1484750
64,2,8,25,82.64,2066000
54,2,8,25,115.16,2879000
44,2,8,25,78.91,1972750
34,2,8,25,80.58,2014500
24,2,8,25,79.27,1981750
14,2,8,25,85.51,2137750
64,1,8,25,121.28,3032000
54,1,8,25,120.42,3010500
44,1,8,25,124.46,3111500
34,1,8,25,125.12,3128000
24,1,8,25,128.25,3206250
14,1,8,25,126.9,3172500
64,3,7,25,58.16,1454000
54,3,7,25,64.98,1624500
44,3,7,25,63.34,1583500
34,3,7,25,64.29,1607250
24,3,7,25,59.99,1499750
14,3,7,25,61.88,1547000
64,2,7,25,82.28,2057000
54,2,7,25,83.46,2086500
44,2,7,25,79.91,1997750
34,2,7,25,83.51,2087750
24,2,7,25,78.23,1955750
14,2,7,25,80.93,2023250
64,1,7,25,121.8,3045000
54,1,7,25,120.05,3001250
44,1,7,25,123.78,3094500
34,1,7,25,122.54,3063500
24,1,7,25,121.81,3045250
14,1,7,25,129.9,3247500
64,3,6,25,64.02,1600500
54,3,6,25,62.43,1560750
44,3,6,25,67.3,1682500
34,3,6,25,62.25,1556250
34,3,6,25,62.33,1558250
14,3,6,25,59.85,1496250
64,2,6,25,78.59,1964750
54,2,6,25,77.01,1925250
44,2,6,25,80.38,2009500
34,2,6,25,82.5,2062500
24,2,6,25,82.66,2066500
14,2,6,25,85.39,2134750
64,1,6,25,119.57,2989250
54,1,6,25,121.27,3031750
44,1,6,25,121.3,3032500
34,1,6,25,117.36,2934000
24,1,6,25,118.41,2960250
14,1,6,25,123.16,3079000
64,3,5,25,63.87,1596750
54,3,5,25,61.92,1548000
44,3,5,25,62.3,1557500
34,3,5,25,64.5,1612500
24,3,5,25,56.36,1409000
14,3,5,25,62.2,1555000
64,2,5,25,76.4,1910000
54,2,5,25,74.37,1859250
44,2,5,25,71.34,1783500
34,2,5,25,74.7,1867500
24,2,5,25,73.14,1828500
14,2,5,25,70.43,1760750
64,1,5,25,121.13,3028250
54,1,5,25,113.95,2848750
44,1,5,25,118.89,2972250
34,1,5,25,123.73,3093250
24,1,5,25,120.73,3018250
14,1,5,25,116.09,2902250
64,3,4,25,60.12,1503000
54,3,4,25,56.56,1414000
44,3,4,25,58.3,1457500
34,3,4,25,62.97,1574250
24,3,4,25,76.63,1915750
14,3,4,25,52.45,1311250
64,2,4,25,73.33,1833250
54,2,4,25,81.39,2034750
44,2,4,25,79.73,1993250
34,2,4,25,73.76,1844000
24,2,4,25,71.54,1788500
14,2,4,25,74.49,1862250
64,1,4,25,116.16,2904000
54,1,4,25,112.22,2805500
44,1,4,25,110.58,2764500
34,1,4,25,114.62,2865500
24,1,4,25,114.47,2861750
14,1,4,25,114.6,2865000
64,3,3,25,55.13,1378250
54,3,3,25,57.84,1446000
44,3,3,25,57.12,1428000
34,3,3,25,51.64,1291000
24,3,3,25,66.98,1674500
14,3,3,25,65.22,1630500
64,2,3,25,69.43,1735750
54,2,3,25,77.13,1928250
44,2,3,25,72.68,1817000
34,2,3,25,75.79,1894750
24,2,3,25,68.85,1721250
14,2,3,25,67.11,1677750
64,1,3,25,111.87,2796750
54,1,3,25,117.96,2949000
44,1,3,25,112.27,2806750
34,1,3,25,117.5,2937500
24,1,3,25,119.77,2994250
14,1,3,25,120.11,3002750
64,3,2,25,67.04,1676000
54,3,2,25,74.69,1867250
44,3,2,25,66.75,1668750
34,3,2,25,68.51,1712750
24,3,2,25,62.25,1556250
14,3,2,25,79.65,1991250
64,2,2,25,66.73,1668250
54,2,2,25,66.3,1657500
44,2,2,25,74.55,1863750
34,2,2,25,67.94,1698500
24,2,2,25,77.45,1936250
14,2,2,25,79.83,1995750
64,1,2,25,122.08,3052000
54,1,2,25,115.17,2879250
44,1,2,25,109.55,2738750
34,1,2,25,113.1,2827500
24,1,2,25,112.01,2800250
14,1,2,25,117.47,2936750
64,3,1,25,61.2,1530000
54,3,1,25,65.26,1631500
44,3,1,25,69.3,1732500
34,3,1,25,60.67,1516750
24,3,1,25,60.95,1523750
14,3,1,25,65.99,1649750
64,2,1,25,72.56,1814000
54,2,1,25,66.37,1659250
44,2,1,25,73.6,1840000
34,2,1,25,70.69,1767250
24,2,1,25,73.67,1841750
14,2,1,25,84.33,2108250
64,1,1,25,116.22,2905500
54,1,1,25,111.9,2797500
54,1,1,25,117.4,2935000
34,1,1,25,109.84,2746000
24,1,1,25,113.32,2833000
14,1,1,25,111.06,2776500
64,3,16,24,80.22,1925280
54,3,16,24,87.84,2108160
44,3,16,24,84.49,2027760
34,3,16,24,85.5,2052000
24,3,16,24,72.23,1733520
14,3,16,24,76.99,1847760
64,2,16,24,95.47,2291280
54,2,16,24,93.52,2244480
44,2,16,24,95.38,2289120
34,2,16,24,103.21,2477040
24,2,16,24,118.45,2842800
14,2,16,24,87.52,2100480
64,1,16,24,145.71,3497040
54,1,16,24,144.01,3456240
44,1,16,24,142.39,3417360
34,1,16,24,144.64,3471360
24,1,16,24,143.07,3433680
14,1,16,24,139.04,3336960
64,3,15,24,86.3,2071200
54,3,15,24,77.43,1858320
44,3,15,24,75.19,1804560
34,3,15,24,83.56,2005440
24,3,15,24,80.42,1930080
14,3,15,24,86.12,2066880
64,2,15,24,94.67,2272080
54,2,15,24,90.74,2177760
44,2,15,24,94.62,2270880
34,2,15,24,89.57,2149680
24,2,15,24,94.87,2276880
14,2,15,24,96.71,2321040
64,1,15,24,140.05,3361200
54,1,15,24,142.42,3418080
44,1,15,24,143.41,3441840
34,1,15,24,140.47,3371280
24,1,15,24,141.38,3393120
14,1,15,24,147.62,3542880
64,3,14,24,75.72,1817280
54,3,14,24,84.03,2016720
44,3,14,24,81.71,1961040
34,3,14,24,73.84,1772160
24,3,14,24,72.44,1738560
14,3,14,24,73.07,1753680
64,2,14,24,89.52,2148480
54,2,14,24,91.73,2201520
44,2,14,24,91.54,2196960
34,2,14,24,95.79,2298960
24,2,14,24,87.36,2096640
14,2,14,24,87.91,2109840
64,1,14,24,136.96,3287040
54,1,14,24,139.83,3355920
44,1,14,24,139.2,3340800
34,1,14,24,141.12,3386880
24,1,14,24,139.99,3359760
14,1,14,24,142.38,3417120
64,3,13,24,72.55,1741200
54,3,13,24,78.13,1875120
44,3,13,24,75.53,1812720
34,3,13,24,77.4,1857600
24,3,13,24,68.1,1634400
14,3,13,24,73.39,1761360
64,2,13,24,91.61,2198640
54,2,13,24,86.57,2077680
44,2,13,24,90.58,2173920
34,2,13,24,87.66,2103840
24,2,13,24,85.21,2045040
14,2,13,24,87.65,2103600
64,1,13,24,139.94,3358560
54,1,13,24,135.21,3245040
44,1,13,24,138.9,3333600
34,1,13,24,137.03,3288720
24,1,13,24,137.75,3306000
14,1,13,24,136.51,3276240
64,3,12,24,71.07,1705680
54,3,12,24,68.92,1654080
44,3,12,24,69.26,1662240
34,3,12,24,67.6,1622400
24,3,12,24,71.03,1704720
14,3,12,24,68.28,1638720
64,2,12,24,83.54,2004960
54,2,12,24,83.19,1996560
44,2,12,24,85.76,2058240
34,2,12,24,88.54,2124960
24,2,12,24,84.12,2018880
14,2,12,24,86.24,2069760
64,1,12,24,136.41,3273840
54,1,12,24,137.62,3302880
44,1,12,24,135.05,3241200
34,1,12,24,134.72,3233280
24,1,12,24,132.48,3179520
14,1,12,24,133.63,3207120
64,3,11,24,66.97,1607280
54,3,11,24,72.39,1737360
44,3,11,24,70.59,1694160
34,3,11,24,69.61,1670640
24,3,11,24,68.82,1651680
14,3,11,24,67.6,1622400
14,3,11,24,69.95,1678800
54,2,11,24,83.75,2010000
44,2,11,24,84.13,2019120
34,2,11,24,84.18,2020320
24,2,11,24,86.7,2080800
14,2,11,24,85.31,2047440
64,1,11,24,130.28,3126720
54,1,11,24,134.86,3236640
44,1,11,24,132.19,3172560
34,1,11,24,132.7,3184800
24,1,11,24,131.83,3163920
14,1,11,24,131.36,3152640
64,3,10,24,65.56,1573440
54,3,10,24,65.87,1580880
44,3,10,24,73.97,1775280
34,3,10,24,69.02,1656480
24,3,10,24,66.14,1587360
14,3,10,24,79.74,1913760
64,2,10,24,87.46,2099040
54,2,10,24,79.05,1897200
44,2,10,24,88.39,2121360
34,2,10,24,82.25,1974000
24,2,10,24,89.33,2143920
14,2,10,24,80.83,1939920
64,1,10,24,129.37,3104880
54,1,10,24,134.01,3216240
44,1,10,24,133.67,3208080
34,1,10,24,132.53,3180720
24,1,10,24,132.23,3173520
14,1,10,24,133.02,3192480
64,3,9,24,66.34,1592160
54,3,9,24,67.88,1629120
44,3,9,24,66.77,1602480
34,3,9,24,64.41,1545840
24,3,9,24,69.79,1674960
14,3,9,24,64.51,1548240
64,2,9,24,82.55,1981200
54,2,9,24,91.79,2202960
44,2,9,24,84.32,2023680
34,2,9,24,83.12,1994880
24,2,9,24,79.26,1902240
14,2,9,24,83.03,1992720
64,1,9,24,125.3,3007200
54,1,9,24,132.89,3189360
44,1,9,24,124.44,2986560
34,1,9,24,128.5,3084000
24,1,9,24,130.05,3121200
14,1,9,24,132.73,3185520
64,3,8,24,73.88,1773120
54,3,8,24,71.61,1718640
44,3,8,24,71.66,1719840
34,3,8,24,74.8,1795200
24,3,8,24,69.98,1679520
14,3,8,24,66.99,1607760
64,2,8,24,78.73,1889520
54,2,8,24,90.1,2162400
44,2,8,24,109.14,2619360
34,2,8,24,83.57,2005680
24,2,8,24,79.76,1914240
14,2,8,24,80.93,1942320
64,1,8,24,125.96,3023040
54,1,8,24,125.08,3001920
44,1,8,24,129.59,3110160
34,1,8,24,126.59,3038160
24,1,8,24,128.25,3078000
14,1,8,24,127.61,3062640
64,3,7,24,66.2,1588800
54,3,7,24,62.24,1493760
44,3,7,24,62.65,1503600
34,3,7,24,61.6,1478400
24,3,7,24,67.96,1631040
14,3,7,24,68.47,1643280
64,2,7,24,77.47,1859280
54,2,7,24,76.55,1837200
44,2,7,24,77.88,1869120
34,2,7,24,79.09,1898160
24,2,7,24,78.84,1892160
14,2,7,24,89.55,2149200
64,1,7,24,122.99,2951760
54,1,7,24,124.77,2994480
44,1,7,24,125.0,3000000
34,1,7,24,120.74,2897760
24,1,7,24,118.36,2840640
14,1,7,24,129.04,3096960
64,3,6,24,57.44,1378560
54,3,6,24,70.03,1680720
44,3,6,24,58.66,1407840
34,3,6,24,58.53,1404720
24,3,6,24,61.12,1466880
14,3,6,24,65.29,1566960
64,2,6,24,74.05,1777200
54,2,6,24,74.64,1791360
44,2,6,24,74.03,1776720
34,2,6,24,78.54,1884960
24,2,6,24,102.6,2462400
14,2,6,24,73.99,1775760
64,1,6,24,118.48,2843520
54,1,6,24,117.63,2823120
44,1,6,24,117.82,2827680
34,1,6,24,125.46,3011040
34,1,6,24,122.47,2939280
14,1,6,24,122.52,2940480
64,3,5,24,61.82,1483680
54,3,5,24,53.79,1290960
44,3,5,24,57.86,1388640
34,3,5,24,53.87,1292880
24,3,5,24,57.5,1380000
14,3,5,24,62.77,1506480
64,2,5,24,80.69,1936560
54,2,5,24,73.62,1766880
44,2,5,24,75.51,1812240
34,2,5,24,71.6,1718400
24,2,5,24,71.24,1709760
14,2,5,24,71.79,1722960
64,1,5,24,111.4,2673600
54,1,5,24,116.48,2795520
44,1,5,24,115.53,2772720
34,1,5,24,115.76,2778240
24,1,5,24,113.51,2724240
14,1,5,24,119.67,2872080
64,3,4,24,62.36,1496640
54,3,4,24,57.4,1377600
44,3,4,24,59.68,1432320
34,3,4,24,57.77,1386480
24,3,4,24,60.07,1441680
14,3,4,24,62.67,1504080
64,2,4,24,71.26,1710240
54,2,4,24,71.02,1704480
44,2,4,24,69.0,1656000
34,2,4,24,75.03,1800720
24,2,4,24,71.82,1723680
14,2,4,24,72.98,1751520
64,1,4,24,112.68,2704320
54,1,4,24,117.95,2830800
44,1,4,24,113.56,2725440
34,1,4,24,115.87,2780880
24,1,4,24,117.95,2830800
14,1,4,24,115.71,2777040
64,3,3,24,55.07,1321680
54,3,3,24,58.55,1405200
44,3,3,24,55.76,1338240
34,3,3,24,57.85,1388400
24,3,3,24,58.58,1405920
14,3,3,24,61.31,1471440
64,2,3,24,65.95,1582800
54,2,3,24,68.78,1650720
44,2,3,24,69.21,1661040
34,2,3,24,72.93,1750320
24,2,3,24,67.69,1624560
14,2,3,24,70.2,1684800
64,1,3,24,116.14,2787360
54,1,3,24,110.9,2661600
44,1,3,24,110.42,2650080
34,1,3,24,114.39,2745360
24,1,3,24,111.82,2683680
14,1,3,24,112.6,2702400
64,3,2,24,52.55,1261200
54,3,2,24,58.58,1405920
44,3,2,24,56.03,1344720
34,3,2,24,53.68,1288320
24,3,2,24,60.77,1458480
14,3,2,24,65.58,1573920
64,2,2,24,71.28,1710720
54,2,2,24,70.2,1684800
44,2,2,24,62.69,1504560
34,2,2,24,63.88,1533120
24,2,2,24,71.06,1705440
14,2,2,24,71.89,1725360
64,1,2,24,110.04,2640960
54,1,2,24,105.59,2534160
44,1,2,24,105.1,2522400
34,1,2,24,107.04,2568960
24,1,2,24,110.3,2647200
14,1,2,24,107.62,2582880
64,3,1,24,49.99,1199760
54,3,1,24,58.31,1399440
44,3,1,24,50.02,1200480
34,3,1,24,71.01,1704240
24,3,1,24,57.2,1372800
14,3,1,24,51.63,1239120
64,2,1,24,64.3,1543200
54,2,1,24,67.25,1614000
44,2,1,24,71.93,1726320
34,2,1,24,73.1,1754400
24,2,1,24,69.42,1666080
14,2,1,24,68.82,1651680
64,1,1,24,107.9,2589600
54,1,1,24,105.78,2538720
44,1,1,24,104.46,2507040
34,1,1,24,108.71,2609040
24,1,1,24,107.6,2582400
14,1,1,24,111.75,2682000
64,3,16,23,78.9,1814700
54,3,16,23,81.43,1872890
44,3,16,23,75.67,1740410
34,3,16,23,74.82,1720860
24,3,16,23,74.4,1711200
14,3,16,23,70.96,1632080
64,2,16,23,94.63,2176490
54,2,16,23,96.33,2215590
54,2,16,23,97.39,2239970
34,2,16,23,93.13,2141990
24,2,16,23,92.29,2122670
14,2,16,23,89.54,2059420
64,1,16,23,148.39,3412970
54,1,16,23,141.71,3259330
44,1,16,23,145.53,3347190
34,1,16,23,143.34,3296820
24,1,16,23,139.99,3219770
14,1,16,23,140.92,3241160
64,3,15,23,79.63,1831490
54,3,15,23,75.87,1745010
44,3,15,23,79.23,1822290
34,3,15,23,74.36,1710280
24,3,15,23,76.29,1754670
14,3,15,23,70.05,1611150
64,2,15,23,90.5,2081500
54,2,15,23,91.31,2100130
44,2,15,23,98.3,2260900
34,2,15,23,96.08,2209840
24,2,15,23,94.78,2179940
14,2,15,23,89.85,2066550
64,1,15,23,142.84,3285320
54,1,15,23,142.84,3285320
44,1,15,23,151.62,3487260
34,1,15,23,146.66,3373180
24,1,15,23,145.26,3340980
14,1,15,23,143.24,3294520
64,3,14,23,74.4,1711200
54,3,14,23,81.84,1882320
44,3,14,23,85.45,1965350
34,3,14,23,76.61,1762030
24,3,14,23,76.85,1767550
14,3,14,23,69.15,1590450
64,2,14,23,90.63,2084490
54,2,14,23,89.78,2064940
44,2,14,23,92.37,2124510
34,2,14,23,90.4,2079200
24,2,14,23,94.7,2178100
14,2,14,23,91.42,2102660
64,1,14,23,141.33,3250590
54,1,14,23,141.87,3263010
44,1,14,23,142.15,3269450
34,1,14,23,142.21,3270830
24,1,14,23,145.74,3352020
14,1,14,23,141.63,3257490
64,3,13,23,71.68,1648640
54,3,13,23,78.31,1801130
44,3,13,23,74.16,1705680
34,3,13,23,72.99,1678770
24,3,13,23,74.24,1707520
14,3,13,23,68.23,1569290
64,2,13,23,90.46,2080580
54,2,13,23,91.32,2100360
44,2,13,23,87.43,2010890
34,2,13,23,93.63,2153490
24,2,13,23,98.07,2255610
14,2,13,23,86.13,1980990
64,1,13,23,138.31,3181130
54,1,13,23,140.07,3221610
44,1,13,23,139.91,3217930
34,1,13,23,145.22,3340060
24,1,13,23,141.83,3262090
14,1,13,23,139.89,3217470
64,3,12,23,71.05,1634150
54,3,12,23,67.19,1545370
44,3,12,23,71.98,1655540
34,3,12,23,75.65,1739950
24,3,12,23,72.67,1671410
14,3,12,23,69.32,1594360
64,2,12,23,87.06,2002380
54,2,12,23,87.0,2001000
44,2,12,23,89.17,2050910
34,2,12,23,86.99,2000770
24,2,12,23,90.23,2075290
14,2,12,23,84.69,1947870
64,1,12,23,136.8,3146400
54,1,12,23,137.7,3167100
44,1,12,23,139.98,3219540
34,1,12,23,139.27,3203210
24,1,12,23,141.06,3244380
14,1,12,23,137.8,3169400
64,3,11,23,71.28,1639440
54,3,11,23,69.91,1607930
44,3,11,23,69.75,1604250
34,3,11,23,71.39,1641970
24,3,11,23,69.74,1604020
14,3,11,23,68.99,1586770
64,2,11,23,85.83,1974090
54,2,11,23,92.97,2138310
44,2,11,23,85.95,1976850
34,2,11,23,83.2,1913600
24,2,11,23,82.68,1901640
14,2,11,23,84.66,1947180
64,1,11,23,131.42,3022660
54,1,11,23,136.41,3137430
44,1,11,23,134.72,3098560
34,1,11,23,134.6,3095800
24,1,11,23,135.57,3118110
14,1,11,23,134.34,3089820
14,1,11,23,134.79,3100170
54,3,10,23,72.27,1662210
44,3,10,23,66.06,1519380
34,3,10,23,68.71,1580330
24,3,10,23,66.94,1539620
14,3,10,23,68.23,1569290
64,2,10,23,87.82,2019860
54,2,10,23,81.97,1885310
44,2,10,23,81.32,1870360
34,2,10,23,83.22,1914060
24,2,10,23,83.05,1910150
14,2,10,23,87.12,2003760
64,1,10,23,129.25,2972750
54,1,10,23,133.67,3074410
44,1,10,23,130.72,3006560
34,1,10,23,130.73,3006790
24,1,10,23,128.98,2966540
14,1,10,23,134.81,3100630
64,3,9,23,67.89,1561470
54,3,9,23,65.62,1509260
44,3,9,23,66.75,1535250
34,3,9,23,67.18,1545140
24,3,9,23,68.29,1570670
14,3,9,23,66.91,1538930
64,2,9,23,83.47,1919810
54,2,9,23,83.87,1929010
44,2,9,23,89.02,2047460
34,2,9,23,88.63,2038490
24,2,9,23,81.49,1874270
14,2,9,23,80.19,1844370
64,1,9,23,130.02,2990460
54,1,9,23,135.83,3124090
44,1,9,23,135.95,3126850
34,1,9,23,130.99,3012770
24,1,9,23,132.82,3054860
14,1,9,23,131.38,3021740
64,3,8,23,64.72,1488560
54,3,8,23,72.65,1670950
44,3,8,23,67.43,1550890
34,3,8,23,66.24,1523520
24,3,8,23,66.27,1524210
14,3,8,23,64.51,1483730
64,2,8,23,79.1,1819300
54,2,8,23,79.23,1822290
44,2,8,23,79.99,1839770
34,2,8,23,82.62,1900260
24,2,8,23,86.02,1978460
14,2,8,23,77.49,1782270
64,1,8,23,126.47,2908810
54,1,8,23,127.39,2929970
44,1,8,23,127.34,2928820
34,1,8,23,133.04,3059920
24,1,8,23,128.48,2955040
14,1,8,23,128.93,2965390
64,3,7,23,60.63,1394490
54,3,7,23,60.6,1393800
44,3,7,23,64.72,1488560
34,3,7,23,60.71,1396330
24,3,7,23,65.38,1503740
14,3,7,23,64.95,1493850
64,2,7,23,77.35,1779050
54,2,7,23,80.86,1859780
44,2,7,23,77.64,1785720
34,2,7,23,75.1,1727300
24,2,7,23,78.41,1803430
14,2,7,23,76.14,1751220
64,1,7,23,124.13,2854990
54,1,7,23,123.52,2840960
44,1,7,23,125.77,2892710
34,1,7,23,122.88,2826240
24,1,7,23,126.95,2919850
14,1,7,23,128.33,2951590
64,3,6,23,62.52,1437960
54,3,6,23,61.23,1408290
44,3,6,23,61.48,1414040
34,3,6,23,60.78,1397940
24,3,6,23,63.77,1466710
14,3,6,23,62.75,1443250
64,2,6,23,77.2,1775600
54,2,6,23,75.85,1744550
44,2,6,23,72.67,1671410
34,2,6,23,76.82,1766860
24,2,6,23,73.55,1691650
14,2,6,23,73.59,1692570
64,1,6,23,122.88,2826240
54,1,6,23,121.19,2787370
44,1,6,23,120.97,2782310
34,1,6,23,119.7,2753100
24,1,6,23,124.23,2857290
14,1,6,23,119.76,2754480
64,3,5,23,68.21,1568830
54,3,5,23,56.1,1290300
44,3,5,23,57.35,1319050
34,3,5,23,58.86,1353780
24,3,5,23,59.83,1376090
14,3,5,23,61.26,1408980
64,2,5,23,71.71,1649330
54,2,5,23,73.1,1681300
44,2,5,23,72.7,1672100
34,2,5,23,71.1,1635300
34,2,5,23,74.59,1715570
14,2,5,23,72.98,1678540
64,1,5,23,117.85,2710550
54,1,5,23,119.89,2757470
