confidence,hypo_step,max_arm_length,num_threads,exec_time_s,cost
1.3737585233254677,1.2246292095144258,1.619509764113614,1.591776583791697,85.73,2743360
1.3737585233254677,1.2246292095144258,1.619509764113614,1.591776583791697,91.1,2915200
0.18703664326527575,1.2246292095144258,1.619509764113614,1.591776583791697,71.72,2295040
-0.40632429676482024,1.2246292095144258,1.619509764113614,1.591776583791697,70.38,2252160
-0.9996852367949162,1.2246292095144258,1.619509764113614,1.591776583791697,75.66,2421120
-1.5930461768250122,1.2246292095144258,1.619509764113614,1.591776583791697,70.38,2252160
1.3737585233254677,-0.00019833122589839344,1.619509764113614,1.591776583791697,80.15,2564800
0.7803975832953717,-0.00019833122589839344,1.619509764113614,1.591776583791697,81.93,2621760
0.18703664326527575,-0.00019833122589839344,1.619509764113614,1.591776583791697,96.38,3084160
-0.40632429676482024,-0.00019833122589839344,1.619509764113614,1.591776583791697,93.42,2989440
-0.9996852367949162,-0.00019833122589839344,1.619509764113614,1.591776583791697,97.86,3131520
-1.5930461768250122,-0.00019833122589839344,1.619509764113614,1.591776583791697,92.61,2963520
1.3737585233254677,-1.2250258719662226,1.619509764113614,1.591776583791697,157.84,5050880
0.7803975832953717,-1.2250258719662226,1.619509764113614,1.591776583791697,132.31,4233920
0.18703664326527575,-1.2250258719662226,1.619509764113614,1.591776583791697,141.95,4542400
-0.40632429676482024,-1.2250258719662226,1.619509764113614,1.591776583791697,128.73,4119360
-0.9996852367949162,-1.2250258719662226,1.619509764113614,1.591776583791697,135.0,4320000
-1.5930461768250122,-1.2250258719662226,1.619509764113614,1.591776583791697,141.15,4516800
1.3737585233254677,1.2246292095144258,1.4022657471731446,1.591776583791697,87.31,2793920
0.7803975832953717,1.2246292095144258,1.4022657471731446,1.591776583791697,87.92,2813440
0.18703664326527575,1.2246292095144258,1.4022657471731446,1.591776583791697,92.79,2969280
-0.40632429676482024,1.2246292095144258,1.4022657471731446,1.591776583791697,78.58,2514560
-0.9996852367949162,1.2246292095144258,1.4022657471731446,1.591776583791697,79.5,2544000
-1.5930461768250122,1.2246292095144258,1.4022657471731446,1.591776583791697,86.88,2780160
1.3737585233254677,-0.00019833122589839344,1.4022657471731446,1.591776583791697,114.34,3658880
0.7803975832953717,-0.00019833122589839344,1.4022657471731446,1.591776583791697,102.41,3277120
0.18703664326527575,-0.00019833122589839344,1.4022657471731446,1.591776583791697,107.19,3430080
-0.40632429676482024,-0.00019833122589839344,1.4022657471731446,1.591776583791697,94.76,3032320
-0.9996852367949162,-0.00019833122589839344,1.4022657471731446,1.591776583791697,85.04,2721280
-1.5930461768250122,-0.00019833122589839344,1.4022657471731446,1.591776583791697,96.12,3075840
1.3737585233254677,-1.2250258719662226,1.4022657471731446,1.591776583791697,145.38,4652160
0.7803975832953717,-1.2250258719662226,1.4022657471731446,1.591776583791697,143.09,4578880
0.18703664326527575,-1.2250258719662226,1.4022657471731446,1.591776583791697,147.42,4717440
-0.40632429676482024,-1.2250258719662226,1.4022657471731446,1.591776583791697,125.21,4006720
-0.9996852367949162,-1.2250258719662226,1.4022657471731446,1.591776583791697,144.02,4608640
-1.5930461768250122,-1.2250258719662226,1.4022657471731446,1.591776583791697,131.11,4195520
